statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
56,2020,3,321,.078616351,.27044025,.006289308,.095744684,.27659574,.0053191488,.084337346,.30120483,.0060240962,.0023798398,.0079076402,-.024907785,92537,WY,WYOMING
1,2020,4,1376,.85579026,.95265841,.49380916,.79192936,.93568724,.36317781,.90641028,.96282053,.62307692,-.69386625,-.63470483,-.74470711,760169,AL,ALABAMA
2,2020,4,370,.78947371,.91135734,.41551247,.73461539,.8923077,.31153846,.74336284,.88938051,.46902654,-.62994599,-.57764733,-.61824715,119702,AK,ALASKA
4,2020,4,1796,.84748602,.94469273,.49162012,.83374691,.94540942,.41108355,.85776234,.94102341,.54466611,-.69287539,-.66506749,-.70785928,1070379,AZ,ARIZONA
5,2020,4,989,.84498483,.96048629,.41945288,.79511279,.9567669,.30827066,.89251441,.96161228,.53358924,-.66957694,-.62406254,-.71450275,459953,AR,ARKANSAS
6,2020,4,8785,.91821814,.97612792,.573044,.90831405,.97578776,.46982375,.9169746,.9689579,.69844788,-.74443871,-.70939296,-.77930295,5757062,CA,CALIFORNIA
8,2020,4,1746,.91359448,.97580647,.57373273,.90272725,.97181821,.45454547,.91812867,.97192985,.73216373,-.74286497,-.70328009,-.78643835,861690,CO,COLORADO
9,2020,4,1047,.92877769,.98171318,.63137633,.9148581,.97996664,.51085144,.95348835,.987315,.80338264,-.76134038,-.72287136,-.81226885,497156,CT,CONNECTICUT
10,2020,4,202,.93069309,.98019803,.62871289,.89922482,.96899223,.51937985,.97916669,1,.79166669,-.76372445,-.7218405,-.82870847,130469,DE,DELAWARE
11,2020,4,189,.95212764,.98404253,.55319148,.94573641,.98449612,.51162791,.97000003,.99000001,.61000001,-.74343526,-.7327053,-.771685,74511,DC,DISTRICT OF COLUMBIA
12,2020,4,3731,.92115176,.97147471,.66872984,.91938996,.97603488,.59564269,.92052633,.96526313,.76684213,-.77253139,-.74650294,-.80542684,2770291,FL,FLORIDA
13,2020,4,2221,.9156518,.97158325,.60532248,.89269054,.96811819,.45800933,.94251734,.97819626,.7888999,-.74692881,-.69504577,-.81304139,1696881,GA,GEORGIA
15,2020,4,262,.87786257,.96946567,.54198474,.84699452,.96174866,.45355192,.93333334,.99047619,.69523811,-.7315377,-.69633883,-.79281873,171258,HI,HAWAII
16,2020,4,683,.77958578,.94674557,.3387574,.70398009,.9228856,.18159205,.84722221,.95555556,.49166667,-.63082677,-.56253046,-.68845659,294549,ID,IDAHO
17,2020,4,3873,.86885673,.97309881,.47335747,.83380055,.96876252,.33560273,.89187938,.97401392,.5712297,-.70138592,-.65343893,-.73527789,1969126,IL,ILLINOIS
18,2020,4,1819,.88209367,.96418732,.58181816,.8359375,.95746529,.44270834,.9513064,.97149646,.77434677,-.73045129,-.67779928,-.80243349,1031380,IN,INDIANA
19,2020,4,1294,.87944359,.95981455,.51700157,.82187939,.95231414,.34922862,.94221509,.96950239,.70947033,-.70799965,-.64745867,-.77623767,491404,IA,IOWA
20,2020,4,1299,.89684373,.97074676,.53656662,.85862517,.95719844,.42153049,.92165899,.98003072,.66359448,-.72166657,-.67583209,-.7659632,482826,KS,KANSAS
21,2020,4,1374,.84981686,.94652015,.4952381,.81942713,.94645083,.35367373,.87481588,.94845361,.64064801,-.67993879,-.63800544,-.72259128,712971,KY,KENTUCKY
22,2020,4,1262,.847498,.93486893,.48768863,.8163017,.9209246,.38321167,.89435601,.95224315,.5991317,-.68385828,-.64550203,-.72584838,679764,LA,LOUISIANA
23,2020,4,551,.87613845,.93624771,.58469945,.84615386,.9173789,.47578347,.91608393,.95804197,.7062937,-.71046036,-.66018373,-.76191163,174767,ME,MAINE
24,2020,4,1344,.93591654,.9828614,.66915053,.92342341,.98085588,.54954952,.95726496,.98803419,.83418804,-.77646768,-.73354071,-.83800066,868504,MD,MARYLAND
25,2020,4,1686,.93590504,.98278934,.64747775,.91541356,.97838348,.52631581,.96390373,.98930484,.81550801,-.77191812,-.73016608,-.83227932,901740,MA,MASSACHUSETTS
26,2020,4,3192,.92421383,.97924531,.63176101,.91609132,.98088157,.52150822,.92747873,.97507083,.73201132,-.76253378,-.72932243,-.79070252,1470705,MI,MICHIGAN
27,2020,4,1931,.88112617,.96141815,.54014599,.8637681,.95942026,.40676329,.88931668,.95668912,.66025025,-.71278661,-.67376119,-.74200654,862080,MN,MINNESOTA
28,2020,4,948,.87301588,.95661378,.54074073,.81679392,.93893129,.40267175,.92264152,.96981132,.66226417,-.70762348,-.64541692,-.76276237,499721,MS,MISSISSIPPI
29,2020,4,2191,.87197071,.9602195,.51028806,.83693969,.95131373,.38794437,.89327353,.95874441,.61793721,-.70102298,-.65291297,-.73661846,889927,MO,MISSOURI
30,2020,4,647,.74882263,.89638931,.37990582,.69523811,.87619048,.24761905,.76923078,.8901099,.46153846,-.60589445,-.54076606,-.62961453,138286,MT,MONTANA
31,2020,4,581,.84509468,.9586919,.44750431,.8143236,.96551722,.29973474,.89626557,.95435685,.69294608,-.67985755,-.63629985,-.75163728,242435,NE,NEBRASKA
32,2020,4,595,.9055649,.97470486,.54974705,.88172042,.96774191,.44086021,.9325397,.97619045,.69047618,-.72393745,-.68207556,-.77046835,445277,NV,NEVADA
33,2020,4,472,.88723403,.95319152,.56808513,.84511787,.94276094,.42760941,.92796612,.95762712,.75,-.72035909,-.66664225,-.7835719,186119,NH,NEW HAMPSHIRE
34,2020,4,2280,.95246476,.9806338,.68089789,.94491804,.98295081,.58163935,.97475201,.98557258,.8034265,-.78444016,-.75164253,-.83174211,1261660,NJ,NEW JERSEY
35,2020,4,700,.81700289,.93083572,.43515849,.77641279,.92137593,.28992629,.875,.94375002,.61562502,-.66641253,-.61466843,-.72499454,299293,NM,NEW MEXICO
36,2020,4,4336,.94425166,.98496413,.65139949,.92541975,.98438108,.52909023,.96411377,.98512036,.77330416,-.77604324,-.73511857,-.81654751,2517865,NY,NEW YORK
37,2020,4,2529,.9099921,.97898495,.61657417,.8744247,.97370154,.46811309,.94728172,.9818781,.79324549,-.75097501,-.69552708,-.810772,1536653,NC,NORTH CAROLINA
38,2020,4,460,.88157892,.95394737,.56578946,.85820895,.94402987,.47014925,.85826772,.92913383,.64960629,-.70101237,-.65509969,-.70359606,106462,ND,NORTH DAKOTA
39,2020,4,3310,.89476866,.96855158,.60175383,.84758365,.95910782,.44344133,.9285714,.97368419,.72556388,-.74004084,-.68095154,-.78573394,1665713,OH,OHIO
40,2020,4,1652,.86148238,.95321995,.49027947,.82484078,.9511677,.38535032,.87960202,.94527364,.5810945,-.68946552,-.64609981,-.71486151,665794,OK,OKLAHOMA
41,2020,4,1190,.83136594,.95362562,.40219223,.78045517,.9464525,.28514057,.86312401,.94847023,.51529789,-.66035724,-.61765409,-.69212484,558840,OR,OREGON
42,2020,4,2714,.93461394,.9800517,.66937572,.90887147,.97163546,.55099577,.95272207,.98495704,.76647562,-.77456069,-.7257278,-.8148936,1604076,PA,PENNSYLVANIA
44,2020,4,294,.92176872,.98639458,.57482994,.90607733,.98895025,.4364641,.95081967,.98360658,.79508197,-.7523393,-.70678413,-.82695049,141120,RI,RHODE ISLAND
45,2020,4,1204,.89175689,.9658618,.54787678,.85576922,.96428573,.39285713,.94213384,.96745026,.75768536,-.72294164,-.67586207,-.7865423,770985,SC,SOUTH CAROLINA
46,2020,4,560,.7714808,.90676415,.36014625,.67557251,.86259544,.24427481,.78711486,.89635855,.39775911,-.59684998,-.51750308,-.60283351,128678,SD,SOUTH DAKOTA
47,2020,4,1732,.87449396,.96471947,.52689415,.82712513,.95606494,.36485195,.91003102,.96690798,.65977252,-.71219689,-.65499437,-.75753874,1000677,TN,TENNESSEE
48,2020,4,8107,.90089089,.97352141,.53056175,.88364321,.97514099,.41508251,.91099477,.96910995,.66020942,-.72442454,-.69058478,-.7588957,5151116,TX,TEXAS
49,2020,4,929,.74134201,.93290043,.29112554,.6747573,.92233008,.16181229,.86821705,.95865631,.50129199,-.60019076,-.54985559,-.69699413,634138,UT,UTAH
50,2020,4,271,.87037039,.95555556,.60370368,.84177214,.94303799,.53797466,.94059408,.98019803,.74257427,-.73040146,-.69426101,-.79902673,74114,VT,VERMONT
51,2020,4,1843,.90494299,.97121131,.58881044,.88167262,.9679715,.46619216,.95698923,.9825269,.77419353,-.73998213,-.69849789,-.80551165,1241132,VA,VIRGINIA
53,2020,4,2096,.83557045,.95014381,.40460211,.7808544,.9375,.25712025,.88799191,.95358223,.58425832,-.66217613,-.60303807,-.72220671,1057077,WA,WASHINGTON
54,2020,4,639,.79874212,.92924529,.4481132,.75888324,.91370559,.31979695,.83174604,.93968254,.5777778,-.65601432,-.60462046,-.71002167,256901,WV,WEST VIRGINIA
55,2020,4,2076,.89486432,.96802324,.6157946,.86960065,.96414018,.49225754,.92990655,.97476637,.74579442,-.74215102,-.69711947,-.79154515,839957,WI,WISCONSIN
56,2020,4,321,.67721522,.86392403,.29746836,.59139782,.84946239,.16666667,.75,.85365856,.41463414,-.54681838,-.49691731,-.5880425,92737,WY,WYOMING
1,2020,5,1391,.81155235,.94296026,.33140793,.78920954,.93726474,.25094104,.83585858,.94570708,.40277779,-.63187391,-.60941154,-.65158409,766646,AL,ALABAMA
2,2020,5,382,.61066669,.84799999,.23999999,.53358209,.8097015,.16791044,.64999998,.83333331,.29166666,-.52274275,-.46705705,-.5317533,120653,AK,ALASKA
4,2020,5,1816,.82254463,.93694198,.39899555,.82612312,.94841927,.33527455,.81708372,.92320967,.45729077,-.65028006,-.64259249,-.65169412,1077198,AZ,ARIZONA
5,2020,5,1010,.82669324,.94123507,.34760955,.79702049,.94040966,.27001861,.86168224,.9457944,.42803738,-.63736928,-.60638684,-.66982436,470703,AR,ARKANSAS
6,2020,5,8870,.90702432,.97249377,.52057284,.89992863,.97538352,.42543703,.90583944,.96423358,.64038932,-.72229588,-.69705266,-.75165612,5798143,CA,CALIFORNIA
8,2020,5,1787,.82093823,.94908464,.32951945,.78415298,.94353372,.22859745,.85942858,.94400001,.45828572,-.64266819,-.60593957,-.67805839,879598,CO,COLORADO
9,2020,5,1068,.86977184,.96007603,.53802282,.83986926,.95424837,.41176471,.92127657,.96808511,.69574469,-.7085979,-.66402191,-.76994997,500095,CT,CONNECTICUT
10,2020,5,205,.91666669,.96568626,.57352942,.89393938,.96212119,.4848485,.9894737,1,.7368421,-.73599178,-.70357001,-.80741429,131047,DE,DELAWARE
11,2020,5,188,.92021275,.96808511,.52127659,.89922482,.96124029,.45736435,.96907216,.97938144,.62886596,-.72020763,-.69400293,-.75871176,74170,DC,DISTRICT OF COLUMBIA
12,2020,5,3770,.89723641,.9653877,.53581971,.89586055,.97211331,.43529412,.89300627,.95250523,.65240085,-.71736205,-.69313186,-.74072534,2807792,FL,FLORIDA
13,2020,5,2220,.88663054,.97199637,.45663956,.86303502,.96964979,.33929962,.91451293,.97117299,.60337973,-.69781739,-.66342777,-.73907357,1701893,GA,GEORGIA
15,2020,5,261,.8623482,.95951414,.46153846,.81764704,.9470588,.41764706,.93069309,.99009901,.51485151,-.6929068,-.65898758,-.75026566,171475,HI,HAWAII
16,2020,5,682,.67304862,.89985275,.19145803,.58663368,.88366336,.12376238,.73351645,.89560437,.25549451,-.54193449,-.50461096,-.56664044,296351,ID,IDAHO
17,2020,5,3904,.7696268,.94594592,.2882883,.71091563,.93362653,.18512595,.81855762,.95452458,.36885622,-.62052858,-.57586217,-.65537882,1977997,IL,ILLINOIS
18,2020,5,1822,.84763479,.96314633,.41144115,.81055361,.95761245,.31055364,.91283864,.96819788,.55948174,-.67237544,-.63510305,-.72560257,1027684,IN,INDIANA
19,2020,5,1317,.82276547,.94881588,.36516425,.76290095,.93584377,.24965133,.88818896,.95905513,.49763781,-.64214605,-.59362596,-.69127184,496426,IA,IOWA
20,2020,5,1311,.82415903,.95412844,.34250763,.78865981,.94201028,.2242268,.84242421,.95606059,.47727272,-.64770031,-.6079337,-.68529189,484128,KS,KANSAS
21,2020,5,1378,.8206442,.93777454,.33748171,.80074722,.94022417,.24657534,.82819384,.92951542,.42584434,-.62647724,-.59918028,-.64966655,717247,KY,KENTUCKY
22,2020,5,1273,.78075707,.93533123,.28864354,.74486095,.92744863,.21039903,.82420748,.94812679,.35734871,-.60366356,-.57533646,-.63217032,684745,LA,LOUISIANA
23,2020,5,554,.85299456,.93103451,.51542652,.80403459,.91066283,.38040346,.90344828,.96551722,.66896552,-.69096375,-.63279766,-.7645449,175737,ME,MAINE
24,2020,5,1356,.92450035,.97779423,.57957071,.90412486,.97435898,.45039019,.95748299,.98129255,.7482993,-.73952508,-.70058262,-.79373896,872150,MD,MARYLAND
25,2020,5,1714,.88758785,.96955502,.52634662,.84643847,.96392232,.38112858,.95019656,.98034078,.73132372,-.71650201,-.66537243,-.79209578,914686,MA,MASSACHUSETTS
26,2020,5,3234,.88787973,.96492326,.55527717,.86467767,.9669686,.43153968,.90847838,.96013474,.6827625,-.7198357,-.68091309,-.75793952,1486237,MI,MICHIGAN
27,2020,5,1962,.82413614,.94378543,.41825682,.79923153,.95292985,.29779059,.83474976,.9272899,.52785647,-.65317833,-.61848807,-.67670602,867934,MN,MINNESOTA
28,2020,5,959,.78301889,.9297694,.3259958,.72778827,.90926278,.23818526,.84514928,.94589549,.40858209,-.61296707,-.56946051,-.65223467,503663,MS,MISSISSIPPI
29,2020,5,2211,.75467396,.92202461,.25353396,.70461541,.91307694,.18153846,.78654706,.9192825,.32286996,-.58412451,-.55338615,-.60464358,897176,MO,MISSOURI
30,2020,5,724,.56170213,.81985813,.15886524,.49704143,.79881656,.11242604,.58722359,.8108108,.1891892,-.46559361,-.42776427,-.46267074,143749,MT,MONTANA
31,2020,5,588,.81583476,.9535284,.31841654,.77956986,.95161289,.19892474,.87398374,.9512195,.50406504,-.63505191,-.60083759,-.69287884,242965,NE,NEBRASKA
32,2020,5,611,.8866995,.94417077,.53366172,.86279684,.93403691,.42480212,.8918919,.93822396,.66795367,-.69584984,-.65710932,-.72704667,449856,NV,NEVADA
33,2020,5,475,.83050847,.93855929,.49788135,.76158941,.91059601,.33443707,.92340428,.97021276,.68085104,-.67904353,-.61759126,-.74772614,184680,NH,NEW HAMPSHIRE
34,2020,5,2295,.8805446,.97013617,.49011856,.84459019,.96459019,.34622949,.93565685,.98302054,.67917782,-.70885885,-.65924984,-.77816331,1268880,NJ,NEW JERSEY
35,2020,5,722,.79300702,.93146855,.38741258,.76978415,.9328537,.31175059,.81437123,.93413174,.48502994,-.63188815,-.60573399,-.66072243,306371,NM,NEW MEXICO
36,2020,5,4364,.8801567,.96197283,.52293158,.84381104,.96134323,.38110113,.92109853,.96251088,.66826504,-.70710039,-.66250104,-.75340027,2533198,NY,NEW YORK
37,2020,5,2532,.8838042,.9741345,.52964586,.8423841,.96887416,.40463576,.92358255,.97945768,.67953986,-.71780634,-.67161852,-.76778781,1534430,NC,NORTH CAROLINA
38,2020,5,463,.7799564,.93464053,.2657952,.73703706,.9222222,.18518518,.8046875,.921875,.3515625,-.60026622,-.55989653,-.61506003,108080,ND,NORTH DAKOTA
39,2020,5,3356,.8106491,.9476518,.3448998,.76147759,.93878627,.24485488,.8409332,.95174974,.42682928,-.64289314,-.60386533,-.67060071,1684124,OH,OHIO
40,2020,5,1689,.80312127,.92797118,.35054022,.77133822,.92413068,.25922024,.80938417,.91006845,.4222874,-.62441301,-.59575975,-.63162661,677316,OK,OKLAHOMA
41,2020,5,1186,.81748724,.96264857,.38624787,.76644295,.96107382,.26040268,.85365856,.95609754,.50731707,-.66345686,-.62330174,-.69415152,557835,OR,OREGON
42,2020,5,2744,.89985383,.9725877,.53399122,.86452764,.96375519,.41473559,.93125445,.98157334,.64776754,-.7169112,-.67368549,-.75760078,1619474,PA,PENNSYLVANIA
44,2020,5,296,.85084748,.95932204,.43050846,.78142077,.93989068,.24590164,.96694213,.99173552,.73553717,-.67965472,-.61174339,-.79050481,141660,RI,RHODE ISLAND
45,2020,5,1194,.82720274,.95808381,.33361849,.77507162,.95272207,.23925501,.8888889,.96721309,.44990891,-.64776331,-.61393756,-.69085932,766592,SC,SOUTH CAROLINA
46,2020,5,615,.62925172,.84863943,.21258503,.56296295,.81851852,.17777778,.64615387,.83333331,.23076923,-.49112692,-.437296,-.48720068,133206,SD,SOUTH DAKOTA
47,2020,5,1743,.80173409,.94739884,.30404624,.76190478,.94666666,.19714285,.83022773,.95031059,.39233956,-.62465894,-.59209472,-.65122241,1004215,TN,TENNESSEE
48,2020,5,8185,.82350051,.9589479,.33099803,.79452914,.96032572,.23115472,.84645259,.95287418,.4445883,-.64257127,-.61374891,-.67082775,5194123,TX,TEXAS
49,2020,5,933,.66307861,.91926801,.15177611,.61155701,.91813803,.089887641,.77806121,.93622446,.25255102,-.54265463,-.51753652,-.5955857,637366,UT,UTAH
50,2020,5,278,.88278389,.97069597,.55677658,.87341774,.9683544,.47468355,.93069309,.99009901,.69306928,-.72992015,-.70391792,-.78843641,75441,VT,VERMONT
51,2020,5,1864,.87270766,.96925569,.46278316,.82963622,.96362025,.32120675,.93975902,.97991967,.67336011,-.6941902,-.64497495,-.77030653,1254516,VA,VIRGINIA
53,2020,5,2112,.83214116,.95469719,.42966142,.79474938,.94908512,.28241846,.86813188,.94505495,.59840161,-.66470122,-.61969817,-.7088871,1059258,WA,WASHINGTON
54,2020,5,630,.70947033,.89085072,.2423756,.64248705,.87564766,.18393782,.77272725,.88961041,.30844155,-.56045884,-.52481496,-.58933538,255724,WV,WEST VIRGINIA
55,2020,5,2123,.8758294,.96255922,.51800948,.83737862,.95954692,.37783173,.91500902,.96745026,.66546112,-.70563757,-.6558823,-.75667715,845005,WI,WISCONSIN
56,2020,5,327,.63043481,.83850932,.19254659,.62303662,.83769631,.12565444,.61676645,.84431136,.26946107,-.49562585,-.46609709,-.52638209,93883,WY,WYOMING
1,2020,6,1380,.18307805,.42815462,.037928518,.16434893,.40075853,.027812894,.18870346,.4338896,.039794609,-.095142528,-.071280763,-.10369716,764196,AL,ALABAMA
2,2020,6,377,.29670331,.49175823,.068681322,.24809161,.43893129,.061068702,.37339056,.57510728,.081545062,-.17167434,-.10892811,-.24369983,119686,AK,ALASKA
4,2020,6,1812,.36700913,.62671232,.13070776,.3197279,.61479592,.085884355,.40977779,.64177775,.16533333,-.26538736,-.25028795,-.28846687,1080514,AZ,ARIZONA
5,2020,6,1014,.20787084,.45812312,.069626637,.18726592,.42696628,.063670412,.23809524,.49333334,.078095235,-.13679329,-.1119279,-.16282642,471914,AR,ARKANSAS
6,2020,6,8861,.67833847,.8714956,.24384941,.64043736,.8637749,.17458326,.71551514,.86648637,.32948118,-.5418669,-.51753533,-.56107968,5786423,CA,CALIFORNIA
8,2020,6,1781,.30602691,.57050908,.09186659,.25212464,.51463646,.052880075,.37456241,.63943988,.14002334,-.24735132,-.19716875,-.30228892,877526,CO,COLORADO
9,2020,6,1066,.65642995,.88867563,.23128599,.59802306,.88632619,.17133443,.72765958,.90425533,.28936172,-.54242837,-.52437168,-.58409113,508768,CT,CONNECTICUT
10,2020,6,205,.57843137,.872549,.13725491,.530303,.87121212,.12121212,.70526314,.90526319,.15789473,-.50453216,-.47609353,-.56937581,130999,DE,DELAWARE
11,2020,6,191,.77777779,.92592591,.35449734,.7734375,.9453125,.265625,.81372547,.90196079,.4509804,-.58342618,-.58507729,-.58154899,75408,DC,DISTRICT OF COLUMBIA
12,2020,6,3774,.44573748,.68985116,.15155616,.39201054,.66549605,.10579456,.51087534,.72572947,.21432361,-.35129586,-.32202527,-.38740033,2795083,FL,FLORIDA
13,2020,6,2227,.24343891,.49004525,.06334842,.15097277,.39143968,.025680933,.36163837,.62037963,.10889111,-.12409607,-.01674374,-.25990728,1705859,GA,GEORGIA
15,2020,6,264,.45416668,.71249998,.13333334,.40361446,.68072289,.066265061,.54081631,.76530612,.21428572,-.38576362,-.34579247,-.44631919,169635,HI,HAWAII
16,2020,6,694,.18859649,.42105263,.027777778,.16049382,.37777779,.024691358,.2109589,.43835616,.035616439,-.081774421,-.057250079,-.085386924,296320,ID,IDAHO
17,2020,6,3894,.39079562,.68382734,.11414456,.31121832,.63811821,.061519902,.48134327,.75979477,.1613806,-.34610674,-.29679227,-.40600738,1979994,IL,ILLINOIS
18,2020,6,1819,.45243362,.66980088,.19137168,.30220264,.56035244,.081938326,.65513128,.82100236,.33054891,-.36697766,-.24877933,-.52467811,1029187,IN,INDIANA
19,2020,6,1311,.30411172,.5919317,.079906903,.26694915,.56355929,.057909604,.34460548,.6167472,.10305958,-.25558302,-.22944915,-.27662691,496122,IA,IOWA
20,2020,6,1313,.21958683,.46901301,.055853099,.1596424,.4431673,.037037037,.28244275,.49770993,.079389311,-.15195273,-.13351312,-.16569756,485261,KS,KANSAS
21,2020,6,1370,.39522743,.62714392,.12527964,.31939164,.56907475,.082382761,.48367953,.7047478,.18100891,-.30638358,-.24551006,-.38736412,713033,KY,KENTUCKY
22,2020,6,1266,.20856462,.45836636,.041237112,.18424243,.40969697,.036363635,.24855492,.52312142,.054913294,-.12349282,-.081492275,-.1751533,679876,LA,LOUISIANA
23,2020,6,554,.64640886,.86003685,.22651933,.58064514,.85043991,.19648094,.74125874,.89160842,.28671327,-.52640265,-.49171552,-.57733387,175564,ME,MAINE
24,2020,6,1362,.71122599,.92688328,.23781389,.65328872,.91415828,.16164994,.79626483,.94397283,.36162987,-.58738655,-.55535746,-.63417917,876070,MD,MARYLAND
25,2020,6,1719,.71721309,.92622954,.24590164,.65896487,.91589648,.17005545,.80551904,.94480944,.36136663,-.58450335,-.54783785,-.64624345,918237,MA,MASSACHUSETTS
26,2020,6,3238,.55450237,.84107423,.15766193,.47858673,.82815844,.10331906,.64387465,.85584044,.21538462,-.48138887,-.44694507,-.52054447,1483656,MI,MICHIGAN
27,2020,6,1961,.50371158,.76192999,.17126194,.42953667,.73648649,.0984556,.58424723,.779661,.24626121,-.40974587,-.37521935,-.44052127,869455,MN,MINNESOTA
28,2020,6,952,.18609625,.42352942,.04064171,.15057915,.3918919,.017374517,.22889306,.46341464,.058161352,-.090906784,-.045705788,-.13596171,499481,MS,MISSISSIPPI
29,2020,6,2213,.28295821,.50574183,.076251723,.24416797,.48911354,.052099533,.31793478,.51358694,.09963768,-.1395781,-.11656044,-.14315684,896219,MO,MISSOURI
30,2020,6,698,.28019324,.51368761,.064412236,.24590164,.47868854,.068852462,.28611898,.51558071,.056657225,-.14617531,-.13067771,-.12133092,141328,MT,MONTANA
31,2020,6,594,.28034189,.53504276,.064957269,.22606383,.48404256,.047872342,.39112905,.61290324,.10887097,-.21734405,-.17993894,-.26585811,241799,NE,NEBRASKA
32,2020,6,603,.37416106,.60570472,.12248322,.33243242,.60000002,.081081077,.43023255,.60465115,.17829457,-.27721059,-.26086837,-.29522851,444314,NV,NEVADA
33,2020,6,478,.62658226,.86919832,.18987341,.52103561,.83171523,.13268608,.72340423,.91063827,.24255319,-.51665837,-.45967081,-.57250249,184930,NH,NEW HAMPSHIRE
34,2020,6,2298,.71793741,.93565446,.25694138,.65860039,.92674953,.17854807,.81884056,.94927537,.36141303,-.59098762,-.5569092,-.64374459,1266140,NJ,NEW JERSEY
35,2020,6,718,.32706222,.58321273,.098408103,.25621891,.53482586,.074626863,.42592594,.64814812,.14197531,-.22649503,-.19216661,-.28029355,306210,NM,NEW MEXICO
36,2020,6,4405,.72117591,.9113459,.26320624,.66175902,.90817511,.17861295,.78832752,.91768295,.35017422,-.57348901,-.54360491,-.60564536,2557285,NY,NEW YORK
37,2020,6,2537,.64897466,.86932045,.23281062,.59811193,.862441,.17801753,.70467597,.87202626,.28712058,-.53038228,-.50601751,-.55371672,1535775,NC,NORTH CAROLINA
38,2020,6,461,.21225382,.48140043,.030634573,.18681319,.43589744,.025641026,.23921569,.54509807,.031372551,-.17836547,-.14776091,-.19794591,107821,ND,NORTH DAKOTA
39,2020,6,3341,.28458977,.54344535,.072661214,.21674615,.4880763,.049284577,.33351293,.58890086,.092672415,-.21405101,-.16242178,-.25489265,1678119,OH,OHIO
40,2020,6,1681,.19296117,.41019419,.047936894,.16201717,.38412017,.028969957,.21653543,.4202756,.060039371,-.048771277,-.046713058,-.031452347,679386,OK,OKLAHOMA
41,2020,6,1190,.61148649,.86570948,.1866554,.51871657,.842246,.093582891,.69565219,.87439615,.27858293,-.52298528,-.47341007,-.56127357,561063,OR,OREGON
42,2020,6,2744,.48442653,.77207768,.13558079,.39533493,.73145932,.08911483,.57528406,.81676137,.18536931,-.42432898,-.37308949,-.47987506,1624864,PA,PENNSYLVANIA
44,2020,6,295,.67457628,.91525424,.20338982,.58791208,.91208792,.10989011,.81967211,.92622954,.35245901,-.56801891,-.51784486,-.65367794,141240,RI,RHODE ISLAND
45,2020,6,1193,.39409721,.67621529,.086805552,.30294117,.60441178,.052941177,.49909255,.76588023,.12885663,-.31383812,-.24348475,-.40682849,765424,SC,SOUTH CAROLINA
46,2020,6,590,.22264151,.46226415,.060377359,.17578125,.44140625,.015625,.25294119,.4735294,.082352944,-.10522623,-.10006928,-.10058133,131700,SD,SOUTH DAKOTA
47,2020,6,1736,.25380117,.47836256,.063157894,.20945945,.44015443,.038610037,.28795812,.4879581,.086910993,-.14365837,-.10412809,-.14643174,1002468,TN,TENNESSEE
48,2020,6,8166,.29310986,.56424582,.075977653,.24366227,.52734131,.047140162,.34895971,.60337108,.10903345,-.24021327,-.21356937,-.26731724,5158744,TX,TEXAS
49,2020,6,932,.17456897,.41810346,.035560343,.14308682,.39710611,.028938906,.21282052,.45128205,.046153847,-.091847874,-.07663767,-.11471408,637495,UT,UTAH
50,2020,6,279,.74358976,.8974359,.20512821,.6708861,.89240509,.17721519,.74509805,.89215684,.25490198,-.57361585,-.54616505,-.56757915,77481,VT,VERMONT
51,2020,6,1863,.55699623,.80605078,.13830362,.49019608,.7825312,.073975042,.6469003,.83962262,.23045821,-.44335994,-.40079626,-.50185299,1259283,VA,VIRGINIA
53,2020,6,2118,.61063218,.87164754,.177682,.52308917,.84713376,.10350318,.70452261,.89346731,.26633167,-.50759703,-.45999447,-.55810726,1064449,WA,WASHINGTON
54,2020,6,635,.21900161,.47665057,.040257648,.14432989,.38659793,.036082473,.30944625,.58631921,.052117262,-.13705282,-.035128362,-.24995826,257519,WV,WEST VIRGINIA
55,2020,6,2106,.6402142,.85735148,.27409932,.54664487,.83306056,.15793781,.73798305,.88218659,.40056551,-.52923727,-.47218075,-.58795428,848986,WI,WISCONSIN
56,2020,6,327,.25,.50641024,.032051284,.21621622,.49729729,.027027028,.30246913,.50617284,.037037037,-.12137242,-.11285411,-.13985384,93068,WY,WYOMING
1,2020,7,1380,.19759037,.4682731,.030522088,.16551724,.44,.022068966,.22112677,.47042254,.033802819,-.1571808,-.14207377,-.14832494,764130,AL,ALABAMA
2,2020,7,379,.26950353,.50354612,.092198581,.22222222,.43939394,.075757578,.32432431,.56756759,.10810811,-.14034744,-.078863882,-.20487346,120767,AK,ALASKA
4,2020,7,1792,.42927429,.67220169,.15621156,.37372804,.64292324,.10545791,.46489564,.6954459,.18500949,-.33802259,-.31515259,-.35658443,1087680,AZ,ARIZONA
5,2020,7,1008,.14649682,.35244161,.037154991,.13078471,.31790745,.020120725,.15748031,.38976377,.057086613,-.029740134,-.025581421,-.034285814,471449,AR,ARKANSAS
6,2020,7,8776,.42954892,.69069946,.15496705,.34924123,.64596647,.095247604,.51922554,.73166078,.23179711,-.35116845,-.2977998,-.40383482,5774974,CA,CALIFORNIA
