statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
8,2020,7,1703,.20993377,.43046358,.070198677,.18612334,.39757711,.063876651,.24137931,.46487868,.081736907,-.098793529,-.083528236,-.11518581,841091,CO,COLORADO
9,2020,7,1038,.29104477,.52238804,.089552239,.26258993,.51618707,.06654676,.3053613,.50349653,.090909094,-.1728916,-.16511531,-.15674962,495140,CT,CONNECTICUT
10,2020,7,200,.2631579,.57309943,.070175439,.28440368,.57798165,.064220183,.29268292,.597561,.097560972,-.22805016,-.23617774,-.25380525,128212,DE,DELAWARE
11,2020,7,190,.52717394,.8369565,.26086956,.47692308,.84615386,.21538462,.58333331,.79166669,.32291666,-.48287612,-.475566,-.49049389,75643,DC,DISTRICT OF COLUMBIA
12,2020,7,3737,.38133749,.64447898,.13001555,.34333673,.62004071,.10223804,.42668268,.66586536,.16526443,-.30124202,-.27651265,-.32125452,2752004,FL,FLORIDA
13,2020,7,2199,.352,.62550002,.082000002,.31350893,.60492778,.064570941,.40246636,.65022421,.11210762,-.28142217,-.26294699,-.30548027,1699081,GA,GEORGIA
15,2020,7,268,.37837839,.69189191,.13513513,.2846154,.63076925,.092307694,.51282054,.79487181,.1923077,-.36261368,-.31519765,-.4401677,170916,HI,HAWAII
16,2020,7,685,.11664075,.28304821,.01866252,.095744684,.26329789,.021276595,.13068181,.29829547,.017045455,.074384272,.079847462,.075545818,296004,ID,IDAHO
17,2020,7,3878,.21734418,.43631437,.072357722,.18841796,.39613932,.062526226,.27879962,.52032912,.097773477,-.12729867,-.10108815,-.19110157,1970407,IL,ILLINOIS
18,2020,7,1817,.13198847,.351585,.026512967,.10938925,.34001824,.018231541,.16339067,.36363637,.035626534,-.015650311,-.0058144308,-.031052414,1027791,IN,INDIANA
19,2020,7,1302,.1088,.30880001,.0416,.093795091,.27994227,.036075037,.12,.33500001,.045000002,.052614696,.062488537,.050364878,492896,IA,IOWA
20,2020,7,1308,.10522023,.28548124,.030179445,.096153848,.28846154,.024725275,.11414791,.27009645,.035369776,.096579641,.04911793,.1752051,484644,KS,KANSAS
21,2020,7,1353,.27861089,.56827152,.068666138,.21986754,.51523179,.059602648,.3504,.62879997,.081600003,-.23427151,-.17680681,-.29348379,703049,KY,KENTUCKY
22,2020,7,1270,.13043478,.37043479,.024347827,.10307898,.31994644,.017402945,.17160687,.42745709,.035881434,-.051176257,.0043361569,-.092236057,681539,LA,LOUISIANA
23,2020,7,553,.31153846,.51923078,.096153848,.20121951,.41768292,.051829267,.42857143,.61172163,.13919415,-.15072069,-.057367951,-.24313898,174650,ME,MAINE
24,2020,7,1355,.34201956,.62106407,.097719871,.30730897,.58471763,.078073092,.41162792,.7139535,.11627907,-.28309169,-.24773803,-.35792184,871381,MD,MARYLAND
25,2020,7,1683,.31233245,.54557639,.099865951,.26984128,.51957673,.077248678,.38922155,.60329342,.13622755,-.22109151,-.18792361,-.28611538,892652,MA,MASSACHUSETTS
26,2020,7,3176,.20954637,.43974271,.057210561,.15523256,.37325582,.036627907,.27079538,.51548272,.080145717,-.099648885,-.047598578,-.16109478,1463614,MI,MICHIGAN
27,2020,7,1942,.27178898,.51204127,.10034404,.23510972,.4848485,.080459774,.31803629,.5421558,.12913553,-.16469279,-.14885251,-.17944974,849715,MN,MINNESOTA
28,2020,7,949,.1655481,.42505592,.03691275,.14198783,.37931034,.028397566,.17063493,.44444445,.037698414,-.11322449,-.068927191,-.12654674,502098,MS,MISSISSIPPI
29,2020,7,2211,.11089011,.2744903,.029338637,.095157176,.26677996,.023789294,.12596154,.27403846,.037500001,.16500196,.1597507,.17938785,904347,MO,MISSOURI
30,2020,7,675,.12956205,.29379562,.067518249,.11469534,.28673837,.064516127,.12337662,.29545453,.061688311,.11017103,.1037101,.12471225,139692,MT,MONTANA
31,2020,7,582,.096363634,.27818182,.02,.070621468,.25141242,.011299435,.14977974,.32158589,.035242289,.071792126,.082301058,.063345522,240772,NE,NEBRASKA
32,2020,7,601,.3290441,.59926468,.088235296,.26686218,.56891495,.052785926,.41484717,.6419214,.13537118,-.25993618,-.22260496,-.31392688,440042,NV,NEVADA
33,2020,7,471,.23462415,.49658313,.061503418,.17957747,.46478873,.028169014,.2825112,.52914798,.085201792,-.14836562,-.098464601,-.20021489,183392,NH,NEW HAMPSHIRE
34,2020,7,2275,.29563966,.60229993,.067081936,.25036076,.57720059,.047619049,.36634615,.66057694,.090384617,-.23741667,-.21149991,-.29675013,1263895,NJ,NEW JERSEY
35,2020,7,712,.33917198,.57961786,.10509554,.28650138,.56198347,.068870522,.40614334,.61433446,.15358362,-.24029493,-.21831131,-.28124392,299905,NM,NEW MEXICO
36,2020,7,4383,.43515924,.67566878,.18267515,.36347902,.63176113,.14582431,.52062589,.72972971,.22143196,-.35020986,-.3109116,-.40231207,2544530,NY,NEW YORK
37,2020,7,2479,.36786655,.59789288,.12203687,.30557621,.53828996,.092936806,.43159753,.66548985,.15180935,-.26931214,-.2180766,-.32239482,1502810,NC,NORTH CAROLINA
38,2020,7,461,.083333336,.27252251,.011261261,.071969695,.2651515,.011363637,.11065574,.30327868,.016393442,.06671723,.095122702,.043716501,107799,ND,NORTH DAKOTA
39,2020,7,3312,.1724138,.38461539,.043103449,.1517805,.36368942,.03619381,.19906597,.41389376,.053706948,-.063100778,-.041734368,-.090557799,1651987,OH,OHIO
40,2020,7,1678,.08180628,.23363875,.017670156,.075231485,.22569445,.012731481,.082089551,.22707888,.020255864,.12353682,.10732113,.16269648,671134,OK,OKLAHOMA
41,2020,7,1177,.23523898,.502343,.059981257,.18955223,.45522389,.035820894,.27402136,.54270464,.078291818,-.17728411,-.14579622,-.18518496,556648,OR,OREGON
42,2020,7,2732,.20671086,.47680199,.052609775,.20311442,.46648613,.047393367,.22239748,.5126183,.064668767,-.14475982,-.12481106,-.18820681,1613748,PA,PENNSYLVANIA
44,2020,7,295,.25468165,.55056179,.074906364,.20359281,.4790419,.053892214,.3119266,.66055048,.10091743,-.19662865,-.15220405,-.26167199,140096,RI,RHODE ISLAND
45,2020,7,1151,.29713115,.55020493,.082991801,.20178571,.43928573,.044642858,.39626557,.66390043,.11825726,-.2206503,-.10771341,-.32976037,740196,SC,SOUTH CAROLINA
46,2020,7,574,.134,.28200001,.046,.09504132,.25619835,.02892562,.1572327,.28930819,.056603774,.11082128,.14932691,.10660767,129041,SD,SOUTH DAKOTA
47,2020,7,1723,.19772583,.44472522,.049273532,.16269431,.39585492,.033160623,.21906924,.46765038,.063564129,-.14143659,-.097053148,-.14053614,995974,TN,TENNESSEE
48,2020,7,8134,.23199791,.46609059,.067426026,.17932725,.4216975,.042993985,.29323101,.51548368,.095642641,-.1424388,-.1116157,-.17265479,5145964,TX,TEXAS
49,2020,7,933,.12574139,.35824436,.026097272,.12897527,.35689047,.022968197,.13091922,.35654595,.030640669,-.0084684342,-.023864191,.0085623143,638434,UT,UTAH
50,2020,7,273,.33852139,.54863811,.14396887,.32885906,.54362416,.147651,.34693879,.55102038,.15306123,-.22275765,-.21511593,-.26174417,75927,VT,VERMONT
51,2020,7,1820,.31373888,.56801093,.082706764,.24018475,.50577366,.057736721,.39268681,.6375199,.11287758,-.23321693,-.17426738,-.29115707,1223692,VA,VIRGINIA
53,2020,7,2100,.2779642,.50950783,.088926174,.19662921,.43445691,.050561797,.37586206,.60000002,.13563219,-.18896706,-.12142617,-.2645545,1058043,WA,WASHINGTON
54,2020,7,625,.12788633,.3428064,.026642984,.12427746,.35838151,.023121387,.13148789,.33910036,.024221454,.014391164,.0028378621,.021729801,253999,WV,WEST VIRGINIA
55,2020,7,2113,.28064844,.52532929,.093211755,.22844827,.48706895,.066379309,.34570313,.57128906,.12402344,-.18466613,-.13960256,-.24016586,847193,WI,WISCONSIN
56,2020,7,319,.10954063,.23321554,.03533569,.10714286,.19642857,.023809524,.12413793,.30344829,.048275862,.12714203,.12484333,.10224961,92622,WY,WYOMING
1,2020,8,1383,.202085,.53087407,.021651965,.19889502,.56767958,.01519337,.1994382,.49157304,.025280898,-.2299947,-.24876654,-.20283946,763196,AL,ALABAMA
2,2020,8,383,.36421725,.67731631,.092651755,.31221721,.6606335,.067873307,.42574257,.68811882,.12376238,-.28680155,-.25885832,-.29113755,120027,AK,ALASKA
4,2020,8,1807,.61515331,.82260972,.21707757,.59309721,.84105361,.15985468,.63094127,.80894691,.2665424,-.471968,-.47151786,-.47977462,1088212,AZ,ARIZONA
5,2020,8,1002,.12114771,.4548353,.043570671,.11952192,.46015936,.039840639,.12127236,.44532803,.043737575,-.16384034,-.17166691,-.14854218,466945,AR,ARKANSAS
6,2020,8,8876,.66687453,.88600647,.21551509,.60753006,.87679875,.13364872,.71852446,.88078052,.31863138,-.53290159,-.49843851,-.55967563,5810459,CA,CALIFORNIA
8,2020,8,1734,.36859182,.69305646,.10317975,.30254778,.65711254,.082802549,.4427481,.72391856,.12468193,-.33556831,-.30371758,-.35485637,856760,CO,COLORADO
9,2020,8,1061,.35609242,.63235295,.086134456,.28647688,.59252667,.053380784,.42141229,.70615035,.10706151,-.28082591,-.23676383,-.34501579,501610,CT,CONNECTICUT
10,2020,8,203,.50581396,.76744187,.12790698,.43636364,.71818179,.1,.69135803,.86419755,.18518518,-.40622702,-.35138673,-.52819264,129563,DE,DELAWARE
11,2020,8,185,.64835167,.85714287,.24175824,.648,.88800001,.2,.67708331,.85416669,.3125,-.50256634,-.49885124,-.53793365,72698,DC,DISTRICT OF COLUMBIA
12,2020,8,3790,.49434188,.79452056,.13936867,.43586007,.77939749,.094266281,.57002312,.80844909,.2019676,-.42238399,-.39947769,-.44515592,2820831,FL,FLORIDA
13,2020,8,2203,.37456703,.71895099,.081147946,.29865772,.67617452,.039429531,.47597766,.77318436,.13743016,-.37815097,-.33593532,-.43156412,1697464,GA,GEORGIA
15,2020,8,265,.63586956,.86956519,.23913044,.58461541,.85384613,.18461539,.69230771,.88461536,.32051283,-.52901113,-.49373668,-.58995509,166818,HI,HAWAII
16,2020,8,687,.20826952,.46094945,.038284838,.19587629,.45360824,.033505153,.22316384,.45480227,.048022598,-.1723866,-.17576027,-.15838055,295091,ID,IDAHO
17,2020,8,3903,.3204301,.63897848,.093817204,.24937552,.57035804,.06619484,.40211639,.7037037,.13468014,-.31354377,-.26424566,-.36030304,1979690,IL,ILLINOIS
18,2020,8,1820,.10644419,.37111622,.021864211,.10545454,.38,.01909091,.12577066,.3649815,.032059185,-.12380795,-.125871,-.12499766,1025841,IN,INDIANA
19,2020,8,1311,.14489311,.36658749,.038796518,.11158799,.3505007,.024320457,.18226601,.37931034,.055829227,-.084502585,-.072020642,-.095332727,493391,IA,IOWA
20,2020,8,1305,.23649755,.4942717,.047463175,.22268327,.51590598,.0373444,.23472668,.44051448,.05466238,-.17955264,-.17572373,-.15567283,485163,KS,KANSAS
21,2020,8,1361,.45546874,.78125,.10390625,.3694517,.74673629,.091383815,.56031746,.81904763,.12698413,-.41308543,-.37770411,-.45412841,708859,KY,KENTUCKY
22,2020,8,1276,.33620688,.67241377,.074137934,.2857143,.62830687,.042328041,.38664597,.72670805,.10403727,-.33687338,-.29760042,-.37171346,683532,LA,LOUISIANA
23,2020,8,555,.35440612,.58620691,.086206898,.26946107,.50898206,.041916169,.44322345,.66666669,.12820514,-.25235787,-.16584365,-.34006792,175040,ME,MAINE
24,2020,8,1359,.44492441,.74730021,.088552915,.36754966,.70529801,.052980132,.55787039,.8125,.13425925,-.38029736,-.3379454,-.43918383,874124,MD,MARYLAND
25,2020,8,1707,.43807641,.70882738,.14295125,.33367983,.64345115,.094594598,.59351987,.8114875,.22238587,-.36621091,-.29525751,-.47561625,909291,MA,MASSACHUSETTS
26,2020,8,3194,.28965983,.59481305,.059279218,.20023148,.5017361,.030671297,.38582677,.6898849,.088431254,-.25539935,-.17796697,-.32778183,1465813,MI,MICHIGAN
27,2020,8,1943,.35689852,.60547322,.11288483,.28016788,.54774398,.079748161,.42571127,.65437305,.14752372,-.25064698,-.20065865,-.28676,855486,MN,MINNESOTA
28,2020,8,937,.25395033,.62979686,.05530474,.19018404,.5398773,.032719836,.30399999,.69999999,.075999998,-.28668833,-.22720115,-.33546463,491865,MS,MISSISSIPPI
29,2020,8,2194,.17810945,.46915424,.043781094,.16722973,.48226351,.030405406,.18102613,.43272024,.055179089,-.13638166,-.150902,-.10428313,892646,MO,MISSOURI
30,2020,8,689,.14411248,.3602812,.068541303,.10175438,.35789475,.042105265,.16012084,.33534744,.081570998,.0191643,.063894324,.022608552,139249,MT,MONTANA
31,2020,8,588,.0990991,.39819819,.01981982,.090651557,.40226629,.016997168,.125,.39655173,.038793102,-.082799956,-.10017385,-.0527444,245453,NE,NEBRASKA
32,2020,8,612,.60720718,.82342345,.18198198,.54727793,.81088823,.10028654,.67796612,.81779659,.28813559,-.4584814,-.42549032,-.48484826,444162,NV,NEVADA
33,2020,8,482,.3518931,.61915368,.082405344,.23549488,.5324232,.030716723,.46902654,.68584073,.1238938,-.28205335,-.20017274,-.3556335,184792,NH,NEW HAMPSHIRE
34,2020,8,2295,.29007635,.59637403,.077290073,.19712231,.51582736,.043884892,.41069722,.71537727,.11747851,-.25818962,-.18813637,-.36165124,1271058,NJ,NEW JERSEY
35,2020,8,726,.51735014,.79337537,.15930599,.41891891,.74864864,.081081077,.61724138,.82413793,.25862068,-.42778438,-.36888796,-.47626576,307314,NM,NEW MEXICO
36,2020,8,4381,.41726252,.67492342,.16470888,.31914893,.60660011,.12071212,.52548832,.75416863,.21295854,-.33019653,-.27229276,-.40053833,2547282,NY,NEW YORK
37,2020,8,2493,.4553377,.75250542,.12156863,.34292036,.67625368,.071533926,.56704646,.83085012,.16914988,-.4012748,-.33010226,-.47140202,1512125,NC,NORTH CAROLINA
38,2020,8,463,.083333336,.32207206,.0067567569,.072519086,.30534351,.0038167939,.093877554,.30612245,.012244898,.0093280654,-.016796431,.08097554,108025,ND,NORTH DAKOTA
39,2020,8,3321,.26567656,.58910888,.053135313,.25813952,.57383722,.039534885,.29343405,.61882627,.07205113,-.25540155,-.24602436,-.27498317,1660006,OH,OHIO
40,2020,8,1669,.13315926,.37532637,.024151435,.11382114,.40301976,.015098723,.13607594,.31645569,.032700423,-.064951263,-.089798383,-.013953559,671607,OK,OKLAHOMA
41,2020,8,1191,.4598338,.72022158,.13204063,.34604105,.65249264,.061583579,.546875,.76215279,.2013889,-.3813279,-.30372161,-.43305093,559594,OR,OREGON
42,2020,8,2746,.36143091,.6953125,.071134865,.30216801,.64701897,.046747968,.43447739,.74726987,.10452418,-.33754835,-.29385939,-.38712367,1627806,PA,PENNSYLVANIA
44,2020,8,296,.43122676,.72862452,.1598513,.34337351,.67469877,.066265061,.5535714,.8214286,.2857143,-.39606756,-.34302127,-.47645819,142980,RI,RHODE ISLAND
45,2020,8,1159,.42813766,.75101215,.09919028,.33982301,.67787611,.069026552,.52254099,.81967211,.12704918,-.39168608,-.32373735,-.45211178,745705,SC,SOUTH CAROLINA
46,2020,8,580,.12795275,.28346458,.043307088,.097560972,.25203252,.032520324,.13939394,.29393938,.039393939,.090549037,.07606633,.12687622,130586,SD,SOUTH DAKOTA
47,2020,8,1727,.24452783,.54471546,.071294561,.18705036,.48406988,.04008222,.2764045,.55056179,.092134833,-.25362328,-.20530069,-.25894687,995978,TN,TENNESSEE
48,2020,8,8148,.4029285,.68910968,.10354295,.35227525,.69056606,.063263044,.45379537,.669967,.15016502,-.34298021,-.32931757,-.3400639,5142807,TX,TEXAS
49,2020,8,935,.13191991,.4746761,.023557127,.12653778,.47978911,.017574692,.13128492,.46368715,.033519555,-.18205597,-.18155916,-.17376588,638087,UT,UTAH
50,2020,8,279,.46153846,.72307694,.1423077,.397351,.66887414,.12582782,.5714286,.78571427,.19387755,-.37153131,-.33702046,-.4319858,76849,VT,VERMONT
51,2020,8,1830,.52029771,.79499322,.13667117,.39066058,.73006833,.079726651,.68412697,.88095236,.2015873,-.43738836,-.36222389,-.52977544,1236424,VA,VIRGINIA
53,2020,8,2104,.4257921,.72373539,.11617565,.32372093,.67720932,.056744184,.53583616,.7701934,.18202503,-.35232198,-.2920064,-.40860292,1056663,WA,WASHINGTON
54,2020,8,625,.38515902,.72438163,.051236749,.3381089,.67908311,.042979944,.44055945,.75174826,.059440561,-.33014637,-.29380336,-.35610625,253559,WV,WEST VIRGINIA
55,2020,8,2121,.31724486,.60130721,.083961792,.2186964,.50257289,.044596914,.43659246,.70861566,.1268151,-.2533468,-.17203183,-.34116554,850872,WI,WISCONSIN
56,2020,8,329,.083044983,.29411766,.020761246,.06936416,.24855492,.0057803467,.08275862,.33103448,.034482758,-.00033636071,.031725913,-.016064046,93983,WY,WYOMING
1,2020,9,1374,.17124394,.48707592,.038772214,.17337032,.50901526,.029126214,.16524217,.44444445,.049857549,-.20939544,-.22081921,-.17327178,760259,AL,ALABAMA
2,2020,9,382,.39240506,.66455698,.098101266,.36000001,.64888889,.10222222,.39805827,.60679615,.097087376,-.27681404,-.25129125,-.2215945,119681,AK,ALASKA
4,2020,9,1809,.57847261,.80697536,.2230908,.55525112,.82648402,.16529681,.61131728,.79684603,.27458256,-.46634203,-.4589611,-.47686911,1096681,AZ,ARIZONA
5,2020,9,1001,.13767342,.43116328,.032017075,.15243903,.47560975,.032520324,.12228797,.39250493,.033530571,-.14122653,-.16702393,-.11931057,464184,AR,ARKANSAS
6,2020,9,8861,.78790522,.91296756,.37481296,.75482851,.90658259,.24398896,.82164758,.91175687,.53532392,-.61390275,-.57042551,-.65933836,5789888,CA,CALIFORNIA
8,2020,9,1738,.43943298,.7332474,.13466495,.33474576,.68008476,.099576272,.55597484,.78993708,.16855346,-.36609274,-.31261042,-.41923258,856143,CO,COLORADO
9,2020,9,1063,.33402923,.72651356,.068893529,.28546098,.67730498,.05319149,.40000001,.82298851,.078160919,-.32393712,-.29811034,-.38143292,500692,CT,CONNECTICUT
10,2020,9,205,.45348838,.75,.10465116,.33027524,.66972476,.073394492,.67073172,.85365856,.17073171,-.4250719,-.36279023,-.53489774,131169,DE,DELAWARE
11,2020,9,185,.81767958,.88950276,.3922652,.78740156,.88976377,.34645671,.84782606,.90217394,.51086956,-.59448087,-.57901305,-.64083964,73340,DC,DISTRICT OF COLUMBIA
12,2020,9,3786,.43023604,.72303557,.15028384,.40126154,.71809798,.11499272,.4738372,.73255813,.20232558,-.37293869,-.3669844,-.38652229,2802250,FL,FLORIDA
13,2020,9,2199,.35859337,.65725607,.098068349,.32687446,.6714406,.0631845,.39532295,.63585746,.14365256,-.34151107,-.33227193,-.34695369,1693936,GA,GEORGIA
15,2020,9,267,.76630437,.86956519,.38586956,.6953125,.8359375,.265625,.85000002,.92500001,.55000001,-.58712882,-.52799684,-.68096232,169026,HI,HAWAII
16,2020,9,694,.1369863,.41704717,.022831051,.12987013,.43376625,.02077922,.15083799,.39664805,.027932961,-.11097617,-.10139447,-.097441293,297442,ID,IDAHO
17,2020,9,3890,.45888379,.75195473,.14963602,.3622278,.69807369,.10301507,.56819278,.81445783,.21108434,-.40444395,-.34785473,-.47137463,1975245,IL,ILLINOIS
18,2020,9,1818,.11852704,.39010358,.020713463,.11716621,.42234331,.018165303,.12915128,.34194341,.024600247,-.11958279,-.13250996,-.10028775,1027820,IN,INDIANA
19,2020,9,1311,.11517077,.3415409,.027799841,.096820809,.35693642,.014450867,.1338843,.32561985,.042975206,-.066372432,-.068656877,-.06220312,495475,IA,IOWA
20,2020,9,1307,.13246116,.36222404,.030253476,.10511757,.36237898,.020746889,.14790997,.34083602,.040192924,-.08234676,-.07766021,-.067901663,484934,KS,KANSAS
21,2020,9,1360,.33855799,.72492164,.064263321,.32052979,.7298013,.056953643,.36477986,.72327042,.077044025,-.34816283,-.35222402,-.3467932,705895,KY,KENTUCKY
22,2020,9,1271,.22530329,.55805892,.045927208,.1579652,.47925034,.029451137,.30312499,.66093749,.0625,-.24760616,-.18944274,-.31384158,681727,LA,LOUISIANA
23,2020,9,560,.31450093,.59322035,.047080979,.26392961,.50733137,.038123168,.41155234,.71841156,.064981952,-.21795909,-.13645566,-.33317679,176193,ME,MAINE
24,2020,9,1363,.64978451,.87068963,.23599137,.55098683,.83223683,.13157895,.79767442,.91162789,.36744186,-.52738518,-.4582361,-.61414587,877801,MD,MARYLAND
25,2020,9,1713,.52168202,.82260185,.15111695,.43555093,.77650726,.10810811,.66032213,.89019036,.22401172,-.45615277,-.4047949,-.54596227,909965,MA,MASSACHUSETTS
26,2020,9,3202,.29040912,.6334675,.05399061,.2450867,.59595376,.033526011,.34603751,.6642468,.075620085,-.27986971,-.24238123,-.30619058,1470875,MI,MICHIGAN
27,2020,9,1953,.29627541,.60835212,.091422118,.23060797,.5345912,.070230611,.35379812,.66597295,.11134235,-.24148704,-.19620359,-.26504806,862951,MN,MINNESOTA
28,2020,9,950,.17785235,.45861298,.054809842,.12830958,.44806516,.022403259,.21936759,.46837944,.084980235,-.17151412,-.13294239,-.19615597,496353,MS,MISSISSIPPI
29,2020,9,2205,.18235877,.44202182,.059464816,.1828859,.4647651,.042785235,.18015414,.41425818,.078998074,-.13399266,-.15274251,-.11050741,898264,MO,MISSOURI
30,2020,9,682,.15480427,.38256228,.049822062,.14652015,.38827839,.036630038,.15805471,.37386018,.054711245,-.019829845,-.033145178,.011273982,140217,MT,MONTANA
31,2020,9,583,.17272727,.45636365,.032727271,.16147308,.48725212,.014164306,.20264317,.4229075,.070484579,-.13608731,-.14229235,-.12377528,242158,NE,NEBRASKA
32,2020,9,607,.63436931,.83363801,.25959781,.56559765,.81632656,.1632653,.68803418,.82051283,.38034189,-.50265729,-.44599995,-.5363344,440058,NV,NEVADA
33,2020,9,481,.22566372,.59513277,.042035397,.19322033,.52203387,.030508475,.27947599,.65502185,.065502182,-.24143207,-.2013191,-.28478697,184556,NH,NEW HAMPSHIRE
34,2020,9,2296,.53710753,.84966701,.12369172,.45100865,.82132566,.077809796,.65937203,.88962895,.19124644,-.46682474,-.42879331,-.52547461,1268647,NJ,NEW JERSEY
35,2020,9,716,.61269844,.8238095,.26349208,.49046323,.78201634,.13351499,.74827588,.8586207,.42068964,-.49177879,-.40939382,-.56771475,305024,NM,NEW MEXICO
36,2020,9,4414,.56158507,.81272084,.20747097,.46972319,.77076125,.14749135,.66370857,.85801029,.26716489,-.46498141,-.42086992,-.50977242,2558513,NY,NEW YORK
37,2020,9,2483,.62697023,.85639232,.27670753,.51295334,.80754995,.15618061,.75485009,.91269839,.40828925,-.52727658,-.4493753,-.61468333,1505256,NC,NORTH CAROLINA
38,2020,9,462,.10158014,.34988713,.011286682,.1,.31538463,.015384615,.10204082,.36326531,.012244898,-.065533631,-.045450732,-.055009656,107120,ND,NORTH DAKOTA
39,2020,9,3316,.19570248,.4723967,.042644627,.19197208,.48342058,.034904014,.22486927,.48402092,.052876234,-.16738257,-.17369537,-.17454989,1671104,OH,OHIO
40,2020,9,1661,.13777192,.37310481,.037574161,.13068844,.40023336,.026837807,.13141026,.32051283,.047008548,-.075604513,-.093697213,-.027812688,663923,OK,OKLAHOMA
41,2020,9,1191,.63143384,.84191179,.22610295,.51906157,.7961877,.11143695,.72164947,.87457043,.34536082,-.49954417,-.4236345,-.55983645,557587,OR,OREGON
42,2020,9,2744,.38505983,.71357822,.09863805,.36369815,.68796736,.078178108,.44217151,.75609756,.13847364,-.36257884,-.33711535,-.40695888,1622487,PA,PENNSYLVANIA
44,2020,9,294,.4456929,.76029962,.097378276,.32121211,.70303029,.036363635,.66363639,.85454547,.18181819,-.40638432,-.33937094,-.51947063,139987,RI,RHODE ISLAND
45,2020,9,1155,.22773279,.63157892,.043522269,.20671378,.59540635,.031802122,.24439919,.6496945,.052953158,-.2898463,-.26173866,-.30887893,743836,SC,SOUTH CAROLINA
46,2020,9,592,.1223301,.3145631,.054368932,.094488189,.35039371,.027559055,.14199395,.29607251,.069486402,.037915163,.004349024,.059192695,130399,SD,SOUTH DAKOTA
47,2020,9,1727,.22604884,.53412646,.087038197,.19199179,.52464068,.05544148,.23841807,.50621468,.10734463,-.25173604,-.23060381,-.24387753,1000083,TN,TENNESSEE
48,2020,9,8179,.32833487,.63984877,.090233408,.28815818,.64319038,.05998667,.37088436,.6179592,.12517007,-.29618904,-.28563243,-.29021487,5150708,TX,TEXAS
49,2020,9,934,.1403302,.49174529,.021226415,.14436619,.50352114,.017605634,.11731844,.46927375,.027932961,-.17743759,-.1782711,-.1775326,634446,UT,UTAH
50,2020,9,277,.34865901,.70498085,.061302681,.31333333,.66000003,.06666667,.41836736,.80612242,.081632651,-.3193351,-.30482969,-.37823176,75956,VT,VERMONT
51,2020,9,1850,.53351206,.80898124,.17895442,.37977529,.7449438,.085393257,.7421875,.90468752,.29531249,-.4618744,-.37710115,-.57987887,1248185,VA,VIRGINIA
53,2020,9,2122,.59304249,.82385421,.22308117,.47962964,.78333336,.11944444,.7219069,.85244042,.34846765,-.47328633,-.40407112,-.54019421,1064637,WA,WASHINGTON
54,2020,9,633,.15724382,.52120143,.037102472,.14857143,.50857145,.037142858,.1754386,.52631581,.031578947,-.1883809,-.16878635,-.21158893,255848,WV,WEST VIRGINIA
55,2020,9,2124,.30325815,.61804509,.087719299,.23870417,.5532822,.051150896,.3868472,.70309478,.13733076,-.27154505,-.21660696,-.34452009,848708,WI,WISCONSIN
56,2020,9,330,.12671232,.31164384,.04109589,.10734463,.30508474,.039548021,.15646258,.31292516,.054421768,-.018835152,.0002775981,-.044915404,93952,WY,WYOMING
1,2020,10,1386,.13333334,.43694779,.024899598,.11944444,.4513889,.020833334,.15373766,.41325811,.026798308,-.16421235,-.17798489,-.14662926,764676,AL,ALABAMA
2,2020,10,378,.52733117,.79099679,.15434083,.50458717,.78899086,.11926606,.4679803,.72906405,.16256158,-.41152748,-.40702647,-.3506293,119517,AK,ALASKA
4,2020,10,1821,.44705173,.73104692,.13898917,.44200912,.75616437,.1086758,.46901017,.7215541,.16558743,-.36473262,-.38274586,-.36075085,1101345,AZ,ARIZONA
5,2020,10,999,.13397641,.45551983,.038585208,.14717741,.48991936,.04233871,.12151395,.42430279,.037848607,-.15590751,-.18243518,-.1359058,465928,AR,ARKANSAS
6,2020,10,8919,.79092038,.91380596,.37537313,.76030624,.90557522,.25716528,.81656015,.91427052,.5151757,-.61499393,-.57517266,-.65293741,5834971,CA,CALIFORNIA
8,2020,10,1739,.39948454,.72422683,.11597938,.31601274,.68504775,.095440082,.49054223,.76544768,.13871375,-.35317436,-.3200449,-.37820655,853142,CO,COLORADO
9,2020,10,1062,.34796238,.72727275,.075235106,.31040564,.69488537,.059964728,.42396313,.81797236,.087557606,-.32735351,-.29849634,-.40810746,503036,CT,CONNECTICUT
10,2020,10,204,.56395346,.83139533,.13372093,.45871559,.77981651,.11926606,.76829267,.9512195,.18292683,-.46535167,-.4212274,-.5850417,130047,DE,DELAWARE
11,2020,10,189,.77419353,.90860218,.34408602,.72000003,.912,.264,.8252427,.91262138,.41747573,-.59761548,-.56196445,-.63149118,75796,DC,DISTRICT OF COLUMBIA
12,2020,10,3815,.37906352,.69967192,.08857739,.35447943,.70460051,.062469732,.41709995,.69266319,.12305026,-.33267763,-.33242449,-.33140865,2825383,FL,FLORIDA
13,2020,10,2207,.32838038,.64338779,.079247154,.30756304,.66638654,.056302521,.3560268,.6082589,.11495536,-.32350126,-.32750291,-.31410843,1700697,GA,GEORGIA
15,2020,10,287,.74316943,.89071035,.36612022,.66929132,.85826772,.2519685,.87341774,.94936711,.55696201,-.57673728,-.51165742,-.69787616,184510,HI,HAWAII
