statefips,countyfips,countyfips2,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,fips,county_name,state_abb,month_names,capita_covid,all_cases,per_pop,share_pop
6,107,107,2020,10,171,78.62,90.57,33.96,77.67,91.26,24.27,81.44,90.72,40.21,-62.95,-61.02,-63.91,99807,06107,Tulare,CA,October,359.94,1678,278,1 in 278
6,109,109,2020,10,27,63.16,73.68,31.58,77.78,77.78,22.22,66.67,77.78,33.33,-42.53,-46.03,-44.9,5766,06109,Tuolumne,CA,October,141.34,77,708,1 in 708
6,111,111,2020,10,211,76.41,90.77,34.87,72.95,90.98,22.95,83.33,89.29,58.33,-59.3,-55.81,-64.45,149521,06111,Ventura,CA,October,209.93,1776,476,1 in 476
6,113,113,2020,10,60,85.71,92.86,44.64,82.86,94.29,37.14,87.88,90.91,60.61,-68.08,-66.03,-71.23,31013,06113,Yolo,CA,October,233.56,515,428,1 in 428
6,115,115,2020,10,36,51.72,82.76,20.69,44.44,72.22,16.67,64.29,92.86,28.57,-43.45,-32.99,-49.98,13986,06115,Yuba,CA,October,272.03,214,368,1 in 368
41,1,1,2020,10,13,41.67,66.67,16.67,42.86,71.43,14.29,40,60,20,-38.66,-45.66,-37.01,3567,41001,Baker,OR,October,,,,
41,3,3,2020,10,25,70.83,91.67,37.5,56.25,87.5,18.75,90.91,100,72.73,-63.59,-55.87,-76.98,9985,41003,Benton,OR,October,147.23,137,679,1 in 679
41,5,5,2020,10,115,86.46,96.88,45.83,82.54,96.83,31.75,93.33,97.78,75.56,-67.02,-61.65,-77.75,61785,41005,Clackamas,OR,October,274.04,1146,365,1 in 365
41,7,7,2020,10,14,78.57,92.86,35.71,71.43,100,14.29,80,90,50,-61.08,-60.44,-61.81,5143,41007,Clatsop,OR,October,,,,
41,9,9,2020,10,20,85.71,92.86,57.14,75,87.5,37.5,100,100,85.71,-69.78,-60.54,-84.13,7374,41009,Columbia,OR,October,139.44,73,717,1 in 717
41,11,11,2020,10,25,50,70.83,12.5,25,56.25,6.25,60,73.33,20,-38.18,-22.63,-52.8,9717,41011,Coos,OR,October,165.92,107,603,1 in 603
41,13,13,2020,10,7,14.29,71.43,14.29,0,100,0,16.67,66.67,16.67,-21.48,-38.95,-20.12,3391,41013,Crook,OR,October,258.15,63,387,1 in 387
41,15,15,2020,10,7,57.14,71.43,14.29,33.33,66.67,0,50,66.67,16.67,-47.58,-33.6,-44.62,2220,41015,Curry,OR,October,,,,
41,17,17,2020,10,43,85.71,90.48,35.71,79.17,87.5,12.5,86.96,86.96,56.52,-62.86,-51.52,-68.02,24223,41017,Deschutes,OR,October,224.09,443,446,1 in 446
41,19,19,2020,10,48,48.78,70.73,14.63,31.82,68.18,9.09,55.17,68.97,17.24,-42.4,-35.75,-42.93,14446,41019,Douglas,OR,October,145.07,161,689,1 in 689
41,21,21,2020,10,3,66.67,100,0,50,100,0,66.67,100,0,-58.24,-50.27,-58.24,293,41021,Gilliam,OR,October,,,,
41,23,23,2020,10,6,20,20,0,20,20,0,33.33,33.33,0,2.28,2.28,-29.54,872,41023,Grant,OR,October,,,,
41,25,25,2020,10,12,16.67,41.67,0,14.29,28.57,0,18.18,36.36,0,7.54,17.31,10.95,1065,41025,Harney,OR,October,,,,
41,27,27,2020,10,8,100,100,28.57,100,100,0,100,100,100,-72.15,-65.36,-89.13,4140,41027,Hood River,OR,October,166.79,39,600,1 in 600
41,29,29,2020,10,60,62.71,88.14,33.9,48.72,84.62,15.38,80.65,87.1,61.29,-51.33,-40.71,-59.55,29518,41029,Jackson,OR,October,377.47,834,265,1 in 265
41,31,31,2020,10,11,50,100,20,50,100,16.67,57.14,100,28.57,-52.43,-52.91,-55.95,3599,41031,Jefferson,OR,October,223.05,55,448,1 in 448
41,33,33,2020,10,24,52.17,78.26,30.43,23.08,69.23,0,75,83.33,58.33,-45.04,-33.75,-53.26,10732,41033,Josephine,OR,October,66.3,58,1508,1 in 1508
41,35,35,2020,10,27,57.14,76.19,14.29,42.86,71.43,7.14,80,80,30,-38.11,-25.92,-51.81,9297,41035,Klamath,OR,October,133.36,91,750,1 in 750
41,37,37,2020,10,6,50,100,0,50,100,0,50,100,0,-47.81,-50.69,-48.76,1188,41037,Lake,OR,October,,,,
41,39,39,2020,10,104,73.08,86.54,29.81,63.33,81.67,11.67,82.14,91.07,48.21,-54.51,-48.05,-59.94,43386,41039,Lane,OR,October,305.18,1166,328,1 in 328
41,41,41,2020,10,19,94.44,94.44,61.11,100,100,55.56,91.67,91.67,66.67,-71.44,-73.45,-70.9,6996,41041,Lincoln,OR,October,84.06,42,1190,1 in 1190
41,43,43,2020,10,45,63.41,90.24,17.07,52,84,12,75,90,25,-53.76,-46.44,-56.47,18093,41043,Linn,OR,October,268.98,349,372,1 in 372
41,45,45,2020,10,21,35,85,15,0,83.33,0,58.33,83.33,25,-33.73,-15.21,-41.12,5079,41045,Malheur,OR,October,1086,332,92,1 in 92
41,47,47,2020,10,110,60.61,88.89,31.31,48.33,86.67,11.67,73.58,92.45,52.83,-54.79,-46,-65.11,55689,41047,Marion,OR,October,461.45,1605,217,1 in 217
41,49,49,2020,10,8,50,75,12.5,20,60,0,100,100,25,-47.28,-32.48,-68.24,2194,41049,Morrow,OR,October,,,,
41,51,51,2020,10,151,69.23,92.31,21.68,59.62,89.42,8.65,90.62,98.44,37.5,-57.46,-50.33,-69.74,86473,41051,Multnomah,OR,October,394.17,3204,254,1 in 254
41,53,53,2020,10,24,66.67,87.5,33.33,50,81.25,18.75,83.33,100,58.33,-53.67,-41.96,-70.94,13092,41053,Polk,OR,October,212.58,183,470,1 in 470
41,55,55,2020,10,2,100,100,100,100,100,100,100,100,100,-88.23,-86.67,-88.23,262,41055,Sherman,OR,October,,,,
41,57,57,2020,10,12,50,83.33,33.33,20,80,20,71.43,85.71,42.86,-53.95,-40.12,-63.82,3220,41057,Tillamook,OR,October,,,,
41,59,59,2020,10,34,65.52,86.21,13.79,55.56,88.89,0,76.47,88.24,23.53,-51.86,-51.48,-54.41,13311,41059,Umatilla,OR,October,588.84,459,170,1 in 170
41,61,61,2020,10,14,35.71,71.43,0,22.22,55.56,0,37.5,62.5,0,-34.06,-20.17,-29.31,4038,41061,Union,OR,October,283.21,76,353,1 in 353
41,63,63,2020,10,6,16.67,16.67,0,25,25,0,25,25,0,16.85,1.45,9.93,900,41063,Wallowa,OR,October,,,,
41,65,65,2020,10,11,72.73,81.82,36.36,57.14,71.43,14.29,85.71,85.71,57.14,-56.93,-45.85,-66.32,3532,41065,Wasco,OR,October,213.63,57,468,1 in 468
41,67,67,2020,10,125,76.84,92.63,31.58,71.88,92.19,15.62,81.58,92.11,55.26,-58.78,-52.59,-67.35,86477,41067,Washington,OR,October,310.01,1865,323,1 in 323
41,69,69,2020,10,3,0,0,0,0,0,0,0,0,0,30.79,30.79,30.79,532,41069,Wheeler,OR,October,,,,
41,71,71,2020,10,35,71.43,91.43,37.14,63.16,89.47,21.05,68.42,89.47,47.37,-62.15,-54.75,-65.1,16834,41071,Yamhill,OR,October,261.44,280,382,1 in 382
53,1,1,2020,10,14,42.86,57.14,21.43,42.86,57.14,14.29,37.5,50,25,-19.06,-30.77,2.32,5010,53001,Adams,WA,October,,,,
53,3,3,2020,10,11,37.5,87.5,0,25,75,0,40,100,0,-44.32,-34.04,-49.4,3487,53003,Asotin,WA,October,1076.08,243,93,1 in 93
53,5,5,2020,10,55,64.15,84.91,28.3,48.39,80.65,9.68,87.5,91.67,58.33,-47.18,-31.97,-71.37,35043,53005,Benton,WA,October,467.73,956,214,1 in 214
53,7,7,2020,10,33,60,86.67,23.33,35.71,78.57,0,76.47,94.12,41.18,-53.47,-37.29,-66.07,13802,53007,Chelan,WA,October,446.89,345,224,1 in 224
53,9,9,2020,10,24,54.55,81.82,9.09,38.46,76.92,0,73.33,86.67,13.33,-39.27,-31.72,-42.18,10269,53009,Clallam,WA,October,46.55,36,2148,1 in 2148
53,11,11,2020,10,118,68.35,86.08,31.65,53.19,78.72,12.77,84.62,92.31,51.28,-55.46,-43.78,-67.67,76821,53011,Clark,WA,October,354.13,1729,282,1 in 282
53,13,13,2020,10,4,25,50,0,0,0,0,33.33,66.67,0,-17.64,9.8,-21.72,447,53013,Columbia,WA,October,,,,
53,15,15,2020,10,40,51.28,89.74,33.33,26.09,91.3,8.7,80,90,55,-53.35,-44.97,-61.95,17180,53015,Cowlitz,WA,October,194.41,215,514,1 in 514
53,17,17,2020,10,19,63.16,94.74,15.79,54.55,90.91,18.18,83.33,100,25,-57.32,-54.75,-65.48,8725,53017,Douglas,WA,October,290.13,126,345,1 in 345
53,19,19,2020,10,7,0,0,0,0,0,0,0,0,0,-2.75,-2.75,-3.43,735,53019,Ferry,WA,October,,,,
53,21,21,2020,10,29,62.96,81.48,25.93,50,75,10,87.5,87.5,62.5,-49.14,-39.72,-63.43,18010,53021,Franklin,WA,October,704.67,671,142,1 in 142
53,23,23,2020,10,2,0,0,0,0,0,0,0,0,0,4.47,25.93,-16.98,331,53023,Garfield,WA,October,,,,
53,25,25,2020,10,49,60.47,79.07,23.26,47.83,65.22,13.04,75,95,35,-39.67,-23.78,-57.94,19645,53025,Grant,WA,October,394.95,386,253,1 in 253
53,27,27,2020,10,38,72.73,87.88,33.33,63.16,89.47,26.32,83.33,88.89,38.89,-55.68,-57.13,-56.47,10575,53027,Grays Harbor,WA,October,297.09,223,337,1 in 337
53,29,29,2020,10,22,65,90,40,45.45,90.91,18.18,81.82,90.91,54.55,-50.85,-39.22,-61.44,9911,53029,Island,WA,October,124.5,106,803,1 in 803
53,31,31,2020,10,11,77.78,88.89,22.22,66.67,83.33,16.67,71.43,85.71,14.29,-60.03,-52.82,-57.26,2249,53031,Jefferson,WA,October,,,,
53,33,33,2020,10,433,77.4,92.66,34.75,69.96,90.56,12.88,89.36,95.74,68.79,-61.9,-54.2,-73.75,267759,53033,King,WA,October,280.94,6329,356,1 in 356
53,35,35,2020,10,68,74.07,90.74,38.89,73.33,90,26.67,87.5,100,62.5,-60.77,-57.32,-75.85,36584,53035,Kitsap,WA,October,155.82,423,642,1 in 642
53,37,37,2020,10,16,81.25,93.75,31.25,70,90,30,100,100,33.33,-58.16,-52.75,-68.54,5166,53037,Kittitas,WA,October,519.45,249,193,1 in 193
53,39,39,2020,10,20,55,70,30,36.36,54.55,18.18,61.54,76.92,30.77,-34.92,-21.89,-36.97,3201,53039,Klickitat,WA,October,,,,
53,41,41,2020,10,41,52.5,77.5,15,43.48,69.57,4.35,69.57,86.96,26.09,-44.74,-35.09,-58.22,12299,53041,Lewis,WA,October,245.33,198,408,1 in 408
53,43,43,2020,10,16,31.25,75,0,42.86,71.43,0,30,80,0,-27.24,-24.34,-33.64,2293,53043,Lincoln,WA,October,,,,
53,45,45,2020,10,21,72.22,94.44,55.56,70,90,40,76.92,100,61.54,-62.12,-50.48,-73.86,8244,53045,Mason,WA,October,169.24,113,591,1 in 591
53,47,47,2020,10,30,46.43,60.71,10.71,27.27,45.45,9.09,57.89,68.42,10.53,-18.04,-12.43,-17.05,7861,53047,Okanogan,WA,October,123.1,52,812,1 in 812
53,49,49,2020,10,16,71.43,92.86,21.43,71.43,100,0,80,90,30,-50.04,-53.83,-50.46,2465,53049,Pacific,WA,October,,,,
53,51,51,2020,10,9,66.67,100,11.11,66.67,100,0,66.67,100,16.67,-59.63,-53.98,-62.45,1947,53051,Pend Oreille,WA,October,,,,
53,53,53,2020,10,231,72.15,90.51,37.34,63.73,90.2,17.65,81.25,87.5,64.06,-57.97,-52.04,-63.16,130638,53053,Pierce,WA,October,306.19,2771,327,1 in 327
53,55,55,2020,10,12,54.55,90.91,36.36,40,100,40,62.5,87.5,37.5,-52.85,-51.55,-54.31,2029,53055,San Juan,WA,October,,,,
53,57,57,2020,10,42,78.12,93.75,31.25,70,95,15,93.75,93.75,50,-63.56,-57.66,-71.8,18707,53057,Skagit,WA,October,175.69,227,569,1 in 569
53,59,59,2020,10,9,66.67,100,22.22,57.14,100,14.29,40,100,20,-59.52,-54.97,-53.58,1513,53059,Skamania,WA,October,,,,
53,61,61,2020,10,194,75.97,92.21,42.21,67.39,92.39,20.65,87.84,90.54,68.92,-63.67,-57.24,-69.39,113309,53061,Snohomish,WA,October,290.6,2389,344,1 in 344
53,63,63,2020,10,155,53.79,85.52,22.76,39.08,86.21,6.9,67.65,82.35,39.71,-47.32,-44.34,-47.14,74019,53063,Spokane,WA,October,574.03,3001,174,1 in 174
53,65,65,2020,10,40,41.03,71.79,7.69,31.58,68.42,5.26,46.67,73.33,10,-33.02,-31.29,-33.18,7509,53065,Stevens,WA,October,286.51,131,349,1 in 349
53,67,67,2020,10,76,76.06,94.37,35.21,60.53,94.74,5.26,94.12,94.12,67.65,-61.91,-49.38,-76.12,40746,53067,Thurston,WA,October,239.56,696,417,1 in 417
53,69,69,2020,10,2,50,100,50,0,100,0,50,100,50,-63.32,-39.53,-63.32,464,53069,Wahkiakum,WA,October,,,,
53,71,71,2020,10,29,59.26,85.19,11.11,35.71,78.57,0,78.57,92.86,21.43,-50.73,-39.54,-61.07,9165,53071,Walla Walla,WA,October,686.31,417,146,1 in 146
53,73,73,2020,10,63,62.07,91.38,34.48,52.78,88.89,11.11,73.08,92.31,65.38,-56,-46.23,-66.71,26384,53073,Whatcom,WA,October,114.29,262,875,1 in 875
53,75,75,2020,10,24,47.37,73.68,15.79,45.45,54.55,9.09,50,83.33,25,-33.65,-17.38,-36.4,4904,53075,Whitman,WA,October,926.07,464,108,1 in 108
53,77,77,2020,10,103,66.67,87.5,35.42,59.62,86.54,17.31,70.59,86.27,54.9,-56.45,-52.44,-59.48,56568,53077,Yakima,WA,October,306.13,768,327,1 in 327
6,1,1,2020,11,301,78.42,90.65,42.45,77.05,90.71,30.6,79.28,90.09,57.66,-62.29,-58.86,-65.05,190791,06001,Alameda,CA,November,506.06,8458,198,1 in 198
6,3,3,2020,11,2,50,100,0,50,100,0,50,100,0,-53.03,-53.03,-53.03,93,06003,Alpine,CA,November,,,,
6,5,5,2020,11,14,90.91,90.91,9.09,85.71,85.71,0,85.71,85.71,14.29,-49.37,-38.57,-42.41,4100,06005,Amador,CA,November,1262.83,502,79,1 in 79
6,7,7,2020,11,76,46.03,73.02,11.11,43.75,75,12.5,45.71,68.57,11.43,-38.7,-34.24,-38.21,29357,06007,Butte,CA,November,546.57,1198,183,1 in 183
6,9,9,2020,11,22,64.29,85.71,21.43,44.44,77.78,11.11,100,100,33.33,-46.12,-33.2,-69.58,5261,06009,Calaveras,CA,November,501.03,230,200,1 in 200
6,11,11,2020,11,19,47.37,63.16,31.58,40,50,20,54.55,72.73,45.45,-41.07,-33.81,-46.58,4981,06011,Colusa,CA,November,1294.84,279,77,1 in 77
6,13,13,2020,11,232,83.18,93.46,48.6,76.87,91.79,28.36,90.53,94.74,75.79,-66.88,-60,-74.7,162435,06013,Contra Costa,CA,November,579.79,6688,172,1 in 172
6,15,15,2020,11,13,50,83.33,33.33,50,75,25,62.5,100,50,-55.83,-49.46,-66.81,4589,06015,Del Norte,CA,November,758.67,211,132,1 in 132
6,17,17,2020,11,58,53.33,86.67,0,50,80,0,71.43,100,0,-42.23,-35.32,-57.58,25685,06017,El Dorado,CA,November,869.62,1677,115,1 in 115
6,19,19,2020,11,304,78.45,91.52,37.46,74.73,90.32,28.49,80.15,90.84,45.8,-61.11,-57.57,-61.72,194888,06019,Fresno,CA,November,1045.34,10444,96,1 in 96
6,21,21,2020,11,21,42.86,76.19,4.76,33.33,66.67,0,43.75,75,6.25,-39.26,-38.2,-39.52,6142,06021,Glenn,CA,November,1303.14,370,77,1 in 77
6,23,23,2020,11,74,64.41,86.44,23.73,61.29,87.1,22.58,74.36,87.18,28.21,-50.94,-46.26,-53.49,15736,06023,Humboldt,CA,November,320.9,435,312,1 in 312
6,25,25,2020,11,58,80.36,94.64,51.79,71.43,94.29,34.29,84.85,90.91,63.64,-65.65,-57.73,-67.26,36408,06025,Imperial,CA,November,2077.09,3764,48,1 in 48
6,27,27,2020,11,24,37.5,81.25,6.25,25,75,12.5,35.71,78.57,0,-36.28,-26.77,-32.91,3037,06027,Inyo,CA,November,,,,
6,29,29,2020,11,245,71.63,88.84,32.56,62.69,85.82,20.15,83.16,92.63,51.58,-56.17,-47.62,-68.42,174725,06029,Kern,CA,November,1022.77,9207,98,1 in 98
6,31,31,2020,11,61,44.83,72.41,17.24,39.39,66.67,6.06,52.63,76.32,26.32,-36.35,-28.82,-44.58,27893,06031,Kings,CA,November,2031.52,3107,49,1 in 49
6,33,33,2020,11,29,66.67,88.89,29.63,73.33,86.67,26.67,65.22,86.96,30.43,-57.78,-56.62,-57.19,8089,06033,Lake,CA,November,551.36,355,181,1 in 181
6,35,35,2020,11,19,53.33,80,13.33,57.14,85.71,14.29,50,70,10,-45.03,-51.77,-38.89,3779,06035,Lassen,CA,November,5177.77,1583,19,1 in 19
6,37,37,2020,11,1822,84.33,93.98,42.96,83.07,93.7,31.42,85.39,93.89,59.76,-66.32,-63.21,-70.32,1336521,06037,Los Angeles,CA,November,1185.77,119041,84,1 in 84
6,39,39,2020,11,72,71.67,90,36.67,71.88,96.88,34.38,64.1,87.18,35.9,-57.74,-61.2,-54.24,32458,06039,Madera,CA,November,1130.77,1779,88,1 in 88
6,41,41,2020,11,73,65.57,83.61,31.15,58.82,88.24,14.71,80,80,56.67,-46.33,-47.32,-48.64,33798,06041,Marin,CA,November,306.38,793,326,1 in 326
6,43,43,2020,11,8,40,100,0,33.33,100,0,40,100,0,-50.76,-52.27,-50.76,2166,06043,Mariposa,CA,November,,,,
6,45,45,2020,11,49,73.91,91.3,39.13,61.11,83.33,11.11,77.14,94.29,45.71,-62.88,-50.18,-65.17,13700,06045,Mendocino,CA,November,630.55,547,159,1 in 159
6,47,47,2020,11,104,78.26,86.96,30.43,76.92,86.54,23.08,76.47,84.31,37.25,-55.39,-57.11,-52.07,59254,06047,Merced,CA,November,1048.69,2912,95,1 in 95
6,49,49,2020,11,9,22.22,55.56,0,0,33.33,0,28.57,57.14,0,5.5,29.17,-1.85,1358,06049,Modoc,CA,November,,,,
6,51,51,2020,11,13,69.23,84.62,23.08,60,60,20,72.73,90.91,18.18,-52.66,-37.2,-56.84,1556,06051,Mono,CA,November,,,,
6,53,53,2020,11,131,82.2,92.37,41.53,82.35,92.65,33.82,78.95,92.98,52.63,-66.01,-64.63,-68.71,76485,06053,Monterey,CA,November,1131.41,4911,88,1 in 88
6,55,55,2020,11,44,71.05,84.21,34.21,62.5,75,29.17,78.95,89.47,47.37,-51.28,-42.65,-55.27,20555,06055,Napa,CA,November,1037.43,1429,96,1 in 96
6,57,57,2020,11,40,60.53,84.21,18.42,52.38,80.95,9.52,70.37,85.19,22.22,-46.9,-43.09,-56.4,11433,06057,Nevada,CA,November,973.38,971,103,1 in 103
6,59,59,2020,11,566,70.53,89.92,20.91,65.16,88.95,12.75,81.52,91.85,36.41,-54.19,-49.64,-63.32,477193,06059,Orange,CA,November,795.39,25259,126,1 in 126
6,61,61,2020,11,103,60.22,88.17,8.6,60.61,90.91,7.58,62.5,83.33,10.42,-48.73,-48.16,-45.58,62105,06061,Placer,CA,November,888.21,3538,113,1 in 113
6,63,63,2020,11,11,66.67,100,22.22,75,100,0,60,100,40,-61.18,-60.35,-61.84,1910,06063,Plumas,CA,November,,,,
6,65,65,2020,11,448,86.99,92.6,53.06,83.47,90.08,40.08,91.18,94.71,70,-68.34,-61.71,-76.15,403990,06065,Riverside,CA,November,1241.75,30678,81,1 in 81
6,67,67,2020,11,326,81.01,92.72,38.61,79.25,91.98,27.83,86.33,94.96,54.68,-63.6,-60.5,-70.85,216299,06067,Sacramento,CA,November,935.4,14518,107,1 in 107
6,69,69,2020,11,19,61.11,77.78,33.33,53.85,76.92,23.08,53.85,69.23,46.15,-51.17,-43.56,-51.25,6854,06069,San Benito,CA,November,939.37,590,106,1 in 106
6,71,71,2020,11,502,83.45,93.65,40.59,82.21,93.59,28.47,86.44,93.79,59.32,-64.6,-61.83,-70.22,390527,06071,San Bernardino,CA,November,1870.16,40771,53,1 in 53
6,73,73,2020,11,676,69.74,87.5,33.22,62.93,85.6,23.47,79.05,89.72,49.01,-55.85,-50.3,-64.06,477361,06073,San Diego,CA,November,929.84,31041,108,1 in 108
6,75,75,2020,11,108,83.17,96.04,49.5,79.17,95.83,36.11,94.12,100,79.41,-69.56,-64.48,-81.96,50880,06075,San Francisco,CA,November,443.2,3907,226,1 in 226
6,77,77,2020,11,201,66.12,85.25,25.14,64.12,85.5,20.61,66.42,83.21,28.47,-50.03,-48.07,-49.9,133683,06077,San Joaquin,CA,November,803.65,6125,124,1 in 124
6,79,79,2020,11,79,82.43,95.95,35.14,79.07,97.67,18.6,85,92.5,52.5,-67,-62.15,-70.21,37104,06079,San Luis Obispo,CA,November,809.93,2293,123,1 in 123
6,81,81,2020,11,155,73.91,89.86,38.41,65.17,87.64,24.72,84.29,95.71,54.29,-60.62,-53.56,-71.25,88156,06081,San Mateo,CA,November,497.28,3812,201,1 in 201
6,83,83,2020,11,109,72.29,83.13,31.33,72.73,85.45,16.36,77.78,86.11,52.78,-51.31,-49.86,-58.18,69173,06083,Santa Barbara,CA,November,468.31,2091,214,1 in 214
6,85,85,2020,11,370,82.82,94.37,40,76.92,92.31,25.34,89.29,97.14,63.57,-65.29,-58.95,-74.44,260527,06085,Santa Clara,CA,November,708.3,13655,141,1 in 141
6,87,87,2020,11,64,74.42,86.05,32.56,69.57,86.96,17.39,77.27,81.82,45.45,-54.68,-53.68,-51.84,34080,06087,Santa Cruz,CA,November,797.91,2180,125,1 in 125
6,89,89,2020,11,89,41.18,70.59,15.29,35.42,72.92,6.25,51.72,74.14,18.97,-30.65,-28.06,-37.6,27371,06089,Shasta,CA,November,1875.83,3378,53,1 in 53
6,91,91,2020,11,7,28.57,71.43,28.57,50,100,50,20,60,20,-25.48,-53.04,-14.45,397,06091,Sierra,CA,November,,,,
6,93,93,2020,11,45,39.53,67.44,6.98,26.92,57.69,0,43.24,67.57,8.11,-27.06,-14.21,-25.67,6197,06093,Siskiyou,CA,November,1042.74,454,96,1 in 96
6,95,95,2020,11,98,76.04,91.67,32.29,75.86,93.1,22.41,78.43,92.16,41.18,-59.88,-58.95,-62.89,57911,06095,Solano,CA,November,791.93,3545,126,1 in 126
6,97,97,2020,11,150,81.43,89.29,45.71,75.53,86.17,35.11,89.23,92.31,63.08,-62.19,-56.04,-69.62,67765,06097,Sonoma,CA,November,647.33,3200,154,1 in 154
6,99,99,2020,11,173,69.33,89.57,23.93,60.58,88.46,7.69,74.07,88.89,41.98,-56.31,-50.4,-59.17,106111,06099,Stanislaus,CA,November,1000.98,5512,100,1 in 100
6,101,101,2020,11,35,66.67,81.82,33.33,64,80,32,73.08,84.62,38.46,-48.83,-48,-53.89,17773,06101,Sutter,CA,November,2092.38,2029,48,1 in 48
6,103,103,2020,11,44,37.5,70,7.5,30.77,61.54,7.69,28.57,64.29,7.14,-31.82,-26.75,-29.75,13320,06103,Tehama,CA,November,1370.54,892,73,1 in 73
6,105,105,2020,11,13,0,15.38,0,0,14.29,0,0,16.67,0,34.37,37.76,30.1,1158,06105,Trinity,CA,November,,,,
6,107,107,2020,11,170,73.91,90.06,30.43,71.84,90.29,24.27,72.73,87.88,33.33,-59.43,-57.05,-58.49,99889,06107,Tulare,CA,November,989.71,4614,101,1 in 101
6,109,109,2020,11,26,57.89,73.68,21.05,75,75,12.5,55.56,72.22,22.22,-34.09,-40.65,-32.28,5026,06109,Tuolumne,CA,November,1672.23,911,60,1 in 60
6,111,111,2020,11,208,70.81,91.89,34.59,67.23,89.92,22.69,75.31,92.59,48.15,-59.49,-54.61,-63.69,147242,06111,Ventura,CA,November,841.25,7117,119,1 in 119
6,113,113,2020,11,59,80,92.73,47.27,82.86,91.43,37.14,78.12,93.75,62.5,-65.47,-62.86,-69.43,28999,06113,Yolo,CA,November,931.07,2053,107,1 in 107
6,115,115,2020,11,36,58.62,79.31,17.24,55.56,77.78,11.11,78.57,85.71,28.57,-41.72,-36.09,-51.01,13436,06115,Yuba,CA,November,1227.95,966,81,1 in 81
41,1,1,2020,11,13,41.67,58.33,8.33,42.86,57.14,14.29,40,60,10,-34.78,-29.61,-32.28,3567,41001,Baker,OR,November,,,,
41,3,3,2020,11,25,79.17,91.67,54.17,68.75,87.5,37.5,83.33,91.67,66.67,-62.27,-53.1,-61.96,9985,41003,Benton,OR,November,462.1,430,216,1 in 216
41,5,5,2020,11,111,92.63,95.79,54.74,91.94,95.16,40.32,93.18,97.73,75,-72.35,-68.49,-78.85,60078,41005,Clackamas,OR,November,862.53,3607,116,1 in 116
41,7,7,2020,11,14,92.86,92.86,42.86,100,100,14.29,90,90,50,-60.99,-68.69,-55.58,5143,41007,Clatsop,OR,November,,,,
41,9,9,2020,11,20,92.86,100,57.14,87.5,100,50,100,100,71.43,-75.84,-72.58,-81.44,7374,41009,Columbia,OR,November,576.84,302,173,1 in 173
41,11,11,2020,11,25,58.33,83.33,20.83,50,81.25,12.5,60,80,26.67,-48.64,-42.17,-45.79,9717,41011,Coos,OR,November,334.95,216,299,1 in 299
41,13,13,2020,11,7,57.14,71.43,14.29,100,100,0,50,66.67,16.67,-25.34,-63.93,-19.09,3391,41013,Crook,OR,November,622.85,152,161,1 in 161
41,15,15,2020,11,6,66.67,66.67,16.67,100,100,0,60,60,20,-33.17,-66.58,-26.68,2077,41015,Curry,OR,November,,,,
41,17,17,2020,11,42,80.49,92.68,39.02,78.26,91.3,17.39,82.61,91.3,56.52,-62.1,-54.38,-63.19,23649,41017,Deschutes,OR,November,764.83,1512,131,1 in 131
41,19,19,2020,11,47,45,80,17.5,19.05,71.43,4.76,51.72,89.66,20.69,-45.43,-32.9,-50.64,14356,41019,Douglas,OR,November,565.87,628,177,1 in 177
41,21,21,2020,11,3,33.33,33.33,0,0,0,0,33.33,33.33,0,-34.9,-19.02,-34.9,293,41021,Gilliam,OR,November,,,,
41,23,23,2020,11,6,0,60,0,0,60,0,0,66.67,0,-8.67,-8.67,-8.63,872,41023,Grant,OR,November,,,,
41,25,25,2020,11,11,27.27,54.55,9.09,33.33,33.33,16.67,20,50,10,-12.88,10.08,-8.73,1054,41025,Harney,OR,November,,,,
41,27,27,2020,11,8,100,100,42.86,100,100,20,100,100,100,-74.4,-67.9,-90.63,4140,41027,Hood River,OR,November,769.82,180,130,1 in 130
41,29,29,2020,11,59,74.14,91.38,34.48,65.79,89.47,21.05,80,90,60,-59.86,-54.31,-66.51,29217,41029,Jackson,OR,November,1024.69,2264,98,1 in 98
41,31,31,2020,11,10,77.78,88.89,11.11,66.67,83.33,16.67,83.33,83.33,0,-58.56,-57.45,-55.35,3177,41031,Jefferson,OR,November,1277.48,315,78,1 in 78
41,33,33,2020,11,23,63.64,100,18.18,38.46,100,0,81.82,100,36.36,-58.34,-47.98,-66.11,10651,41033,Josephine,OR,November,425.21,372,235,1 in 235
41,35,35,2020,11,27,57.14,85.71,14.29,42.86,85.71,14.29,80,90,20,-48.48,-44.38,-59.97,9297,41035,Klamath,OR,November,993.58,678,101,1 in 101
41,37,37,2020,11,6,66.67,66.67,16.67,50,50,25,75,75,0,-44.04,-37.36,-48.49,1188,41037,Lake,OR,November,,,,
41,39,39,2020,11,103,69.9,88.35,34.95,61.02,86.44,22.03,74.55,87.27,47.27,-57.84,-54.44,-58.77,43147,41039,Lane,OR,November,560.63,2142,178,1 in 178
