statefips,countyfips,countyfips2,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,fips,county_name,state_abb,month_names,capita_covid,all_cases,per_pop,share_pop
41,25,25,2020,4,12,41.67,75,25,28.57,85.71,14.29,45.45,72.73,27.27,-47.66,-46.22,-48.42,1060,41025,Harney,OR,April,,,,
41,27,27,2020,4,8,87.5,100,37.5,80,100,20,100,100,66.67,-67.76,-59.46,-81.59,4140,41027,Hood River,OR,April,,,,
41,29,29,2020,4,60,84.75,94.92,38.98,84.62,92.31,23.08,83.87,93.55,54.84,-68.12,-64.03,-71.74,29518,41029,Jackson,OR,April,,,,
41,31,31,2020,4,10,60,80,30,33.33,66.67,33.33,71.43,85.71,28.57,-51.53,-40.04,-52.66,3595,41031,Jefferson,OR,April,44.61,11,2242,1 in 2242
41,33,33,2020,4,24,62.5,91.67,37.5,50,92.86,28.57,75,91.67,41.67,-61.22,-56.41,-65.35,10732,41033,Josephine,OR,April,,,,
41,35,35,2020,4,26,73.08,92.31,38.46,56.25,87.5,37.5,100,100,45.45,-63.83,-57.61,-74.15,9208,41035,Klamath,OR,April,21.98,15,4549,1 in 4549
41,37,37,2020,4,6,66.67,100,16.67,75,100,25,50,100,0,-57.1,-60.76,-50.53,1188,41037,Lake,OR,April,,,,
41,39,39,2020,4,104,86.54,95.19,46.15,83.61,95.08,39.34,85.71,94.64,53.57,-67.76,-64.55,-70.2,43431,41039,Lane,OR,April,5.76,22,17367,1 in 17367
41,41,41,2020,4,19,89.47,94.74,73.68,100,100,77.78,84.62,92.31,61.54,-73.08,-80.36,-68.05,7208,41041,Lincoln,OR,April,,,,
41,43,43,2020,4,46,84.78,97.83,32.61,80,96.67,30,82.61,95.65,30.43,-65.17,-61.28,-62.04,18147,41043,Linn,OR,April,36.22,47,2761,1 in 2761
41,45,45,2020,4,20,55,80,25,41.67,75,8.33,66.67,83.33,41.67,-42.65,-36.74,-52.04,5065,41045,Malheur,OR,April,35.98,11,2779,1 in 2779
41,47,47,2020,4,107,88.79,99.07,29.91,83.58,98.51,10.45,92.45,98.11,52.83,-67.56,-60.88,-74.2,54350,41047,Marion,OR,April,102.35,356,977,1 in 977
41,49,49,2020,4,8,75,100,12.5,80,100,20,75,100,25,-61.42,-60.62,-67.89,2194,41049,Morrow,OR,April,,,,
41,51,51,2020,4,152,80.79,98.01,35.76,74.31,98.17,23.85,94.2,98.55,55.07,-66.47,-62.29,-74.3,86709,41051,Multnomah,OR,April,63.11,513,1585,1 in 1585
41,53,53,2020,4,24,70.83,100,41.67,62.5,100,25,72.73,100,63.64,-65.12,-58.84,-71.14,13473,41053,Polk,OR,April,32.53,28,3074,1 in 3074
41,55,55,2020,4,2,50,100,50,0,100,0,50,100,50,-64.77,-41.67,-64.77,262,41055,Sherman,OR,April,,,,
41,57,57,2020,4,12,83.33,91.67,58.33,60,80,40,100,100,71.43,-67.37,-54.38,-76.65,3220,41057,Tillamook,OR,April,,,,
41,59,59,2020,4,34,85.29,91.18,44.12,80,85,30,80.95,85.71,57.14,-65.62,-57.31,-64.42,13311,41059,Umatilla,OR,April,73.12,57,1368,1 in 1368
41,61,61,2020,4,14,78.57,92.86,35.71,77.78,100,33.33,87.5,87.5,37.5,-53.65,-63.58,-48.59,4038,41061,Union,OR,April,,,,
41,63,63,2020,4,7,50,66.67,0,75,100,0,50,50,0,-45.47,-59.03,-44.02,904,41063,Wallowa,OR,April,,,,
41,65,65,2020,4,11,90.91,90.91,9.09,85.71,85.71,0,100,100,14.29,-62.7,-57.26,-66.31,3532,41065,Wasco,OR,April,,,,
41,67,67,2020,4,124,89.52,99.19,43.55,84.52,98.81,27.38,97.96,100,69.39,-70.3,-64.76,-79.17,84387,41067,Washington,OR,April,38.9,234,2571,1 in 2571
41,69,69,2020,4,3,33.33,66.67,33.33,33.33,66.67,33.33,33.33,66.67,33.33,-9.49,-9.49,-9.49,532,41069,Wheeler,OR,April,,,,
41,71,71,2020,4,35,88.57,100,48.57,84.21,100,26.32,94.44,100,61.11,-71.91,-65.21,-75.27,16834,41071,Yamhill,OR,April,17.74,19,5637,1 in 5637
53,1,1,2020,4,15,50,85.71,35.71,42.86,100,28.57,50,75,37.5,-57.43,-57.18,-55.46,5026,53001,Adams,WA,April,,,,
53,3,3,2020,4,11,50,80,10,50,66.67,0,50,100,16.67,-52.38,-50.08,-56.91,3487,53003,Asotin,WA,April,66.42,15,1505,1 in 1505
53,5,5,2020,4,55,81.82,92.73,36.36,75,90.62,25,96,100,52,-66.67,-61.44,-75.99,35401,53005,Benton,WA,April,168.79,345,592,1 in 592
53,7,7,2020,4,33,72.73,93.94,33.33,56.25,87.5,25,83.33,94.44,38.89,-59.21,-46.32,-67.38,13895,53007,Chelan,WA,April,132.12,102,757,1 in 757
53,9,9,2020,4,24,83.33,91.67,29.17,75,87.5,18.75,86.67,93.33,40,-61.5,-55.1,-65.14,9823,53009,Clallam,WA,April,,,,
53,11,11,2020,4,116,84.48,95.69,40.52,77.61,95.52,20.9,91.07,96.43,64.29,-66.94,-60.61,-74.56,76903,53011,Clark,WA,April,39.73,194,2517,1 in 2517
53,13,13,2020,4,4,75,100,25,50,100,0,66.67,100,33.33,-57.81,-42.76,-58.1,447,53013,Columbia,WA,April,,,,
53,15,15,2020,4,39,79.49,94.87,25.64,72,96,28,89.47,94.74,31.58,-62.8,-60.73,-66.85,15211,53015,Cowlitz,WA,April,28.93,32,3456,1 in 3456
53,17,17,2020,4,19,66.67,88.89,27.78,54.55,81.82,27.27,80,100,30,-55.88,-45.46,-70.81,7365,53017,Douglas,WA,April,181.91,79,550,1 in 550
53,19,19,2020,4,7,0,100,0,0,100,0,0,100,0,-37.5,-37.5,-37.5,257,53019,Ferry,WA,April,,,,
53,21,21,2020,4,29,75.86,89.66,34.48,72.73,90.91,18.18,75,75,75,-57.42,-52.88,-57.73,17477,53021,Franklin,WA,April,325.56,310,307,1 in 307
53,23,23,2020,4,2,50,50,0,100,100,0,0,0,0,-20,-57.14,17.14,331,53023,Garfield,WA,April,,,,
53,25,25,2020,4,49,85.71,93.88,42.86,77.78,92.59,22.22,95.24,95.24,66.67,-64.4,-58.86,-70.57,19886,53025,Grant,WA,April,72.65,71,1377,1 in 1377
53,27,27,2020,4,38,89.47,97.37,42.11,86.36,100,18.18,90.48,95.24,61.9,-68.35,-65.38,-71.12,10567,53027,Grays Harbor,WA,April,,,,
53,29,29,2020,4,24,83.33,91.67,54.17,71.43,85.71,35.71,100,100,75,-69.19,-61.79,-79.88,10727,53029,Island,WA,April,27.01,23,3702,1 in 3702
53,31,31,2020,4,14,84.62,92.31,53.85,80,90,50,87.5,87.5,50,-68.37,-66.35,-64.01,2540,53031,Jefferson,WA,April,,,,
53,33,33,2020,4,432,86.81,96.99,50.46,81.21,95.74,31.56,95.4,98.85,82.18,-70.35,-63.32,-81.81,269080,53033,King,WA,April,138.67,3124,721,1 in 721
53,35,35,2020,4,69,89.71,97.06,50,90.48,97.62,42.86,89.66,96.55,62.07,-72.29,-71.02,-75.11,37044,53035,Kitsap,WA,April,14.73,40,6787,1 in 6787
53,37,37,2020,4,16,75,93.75,31.25,70,90,20,88.89,100,44.44,-64.88,-60.67,-72.54,5166,53037,Kittitas,WA,April,,,,
53,39,39,2020,4,19,63.16,73.68,15.79,40,50,0,75,83.33,25,-33.93,-1.33,-50.24,3036,53039,Klickitat,WA,April,,,,
53,41,41,2020,4,40,80,92.5,45,72.73,90.91,31.82,86.96,95.65,60.87,-62.85,-56.58,-70.18,12405,53041,Lewis,WA,April,,,,
53,43,43,2020,4,16,68.75,93.75,25,75,87.5,37.5,66.67,100,11.11,-61.24,-61.32,-60.29,2310,53043,Lincoln,WA,April,,,,
53,45,45,2020,4,21,90.48,100,52.38,84.62,100,46.15,100,100,53.33,-72.24,-67.52,-74.45,8244,53045,Mason,WA,April,,,,
53,47,47,2020,4,29,72.41,79.31,37.93,66.67,75,25,73.68,78.95,42.11,-45.44,-32.61,-51.5,8137,53047,Okanogan,WA,April,33.14,14,3017,1 in 3017
53,49,49,2020,4,19,89.47,100,26.32,90,100,10,91.67,100,41.67,-65.97,-62.26,-71.45,3249,53049,Pacific,WA,April,,,,
53,51,51,2020,4,9,77.78,88.89,33.33,66.67,66.67,0,83.33,100,50,-63.63,-48.99,-70.95,1947,53051,Pend Oreille,WA,April,,,,
53,53,53,2020,4,227,86.22,96.89,40,81.25,96.53,23.61,92.13,96.63,66.29,-67.96,-61.44,-77.46,129020,53053,Pierce,WA,April,88.51,801,1130,1 in 1130
53,55,55,2020,4,11,90.91,90.91,27.27,83.33,83.33,33.33,87.5,87.5,25,-60.94,-52.45,-58.55,1814,53055,San Juan,WA,April,,,,
53,57,57,2020,4,42,92.86,100,45.24,88.46,100,23.08,100,100,71.43,-71.71,-65.03,-79.09,18528,53057,Skagit,WA,April,161.76,209,618,1 in 618
53,59,59,2020,4,9,77.78,100,11.11,85.71,100,14.29,60,100,0,-61.83,-64,-55.3,1513,53059,Skamania,WA,April,,,,
53,61,61,2020,4,189,86.77,96.3,40.21,83.19,96.64,24.37,89.41,94.12,62.35,-68.66,-63.7,-73.91,112128,53061,Snohomish,WA,April,111.67,918,896,1 in 896
53,63,63,2020,4,153,82.35,94.12,36.6,79.57,93.55,18.28,84.29,91.43,58.57,-64.76,-59.92,-68.59,74292,53063,Spokane,WA,April,27.93,146,3581,1 in 3581
53,65,65,2020,4,39,58.97,82.05,15.38,45,75,10,68.97,86.21,20.69,-49.63,-43.51,-52.93,7204,53065,Stevens,WA,April,,,,
53,67,67,2020,4,76,90.79,98.68,51.32,82.93,97.56,26.83,100,100,77.78,-72.74,-63.26,-83.29,40746,53067,Thurston,WA,April,13.42,39,7450,1 in 7450
53,69,69,2020,4,2,100,100,50,100,100,0,100,100,50,-75.38,-68.54,-75.38,464,53069,Wahkiakum,WA,April,,,,
53,71,71,2020,4,28,78.57,96.43,32.14,60,93.33,6.67,92.86,100,57.14,-64.21,-52.38,-75.65,8925,53071,Walla Walla,WA,April,130.02,79,769,1 in 769
53,73,73,2020,4,61,83.61,95.08,36.07,77.78,94.44,22.22,85.19,92.59,51.85,-65.37,-59.31,-69.02,26052,53073,Whatcom,WA,April,42.75,98,2339,1 in 2339
53,75,75,2020,4,23,73.91,86.96,30.43,75,83.33,25,75,87.5,37.5,-54.22,-48.78,-53.77,4777,53075,Whitman,WA,April,,,,
53,77,77,2020,4,99,83.84,95.96,34.34,78.18,92.73,29.09,86.54,96.15,38.46,-66.43,-62.93,-68.16,55086,53077,Yakima,WA,April,483.11,1212,207,1 in 207
6,1,1,2020,5,296,94.2,98.29,51.19,92.71,97.92,39.58,94.83,99.14,70.69,-74.21,-70.74,-79.92,196463,06001,Alameda,CA,May,111.83,1869,894,1 in 894
6,3,3,2020,5,2,50,100,0,50,100,0,50,100,0,-54.76,-54.76,-54.76,93,06003,Alpine,CA,May,,,,
6,5,5,2020,5,14,100,100,46.15,100,100,44.44,100,100,28.57,-74.02,-72.7,-71.34,4096,06005,Amador,CA,May,,,,
6,7,7,2020,5,75,74.67,89.33,40,76.92,89.74,33.33,62.5,85,45,-57.82,-56.62,-52.11,28485,06007,Butte,CA,May,20.53,45,4871,1 in 4871
6,9,9,2020,5,20,70,85,55,53.85,76.92,38.46,100,100,81.82,-66.72,-57.07,-85.66,5203,06009,Calaveras,CA,May,,,,
6,11,11,2020,5,20,90,100,60,91.67,100,58.33,91.67,100,66.67,-73.59,-71.88,-76.74,5188,06011,Colusa,CA,May,,,,
6,13,13,2020,5,236,91.03,98.72,50,87.74,98.71,37.42,96,98,70,-71.76,-68.22,-76.87,164728,06013,Contra Costa,CA,May,59.73,689,1674,1 in 1674
6,15,15,2020,5,12,91.67,91.67,50,88.89,88.89,44.44,87.5,87.5,50,-59.79,-52.86,-55.03,3696,06015,Del Norte,CA,May,147.42,41,678,1 in 678
6,17,17,2020,5,53,80.77,96.15,30.77,78.79,96.97,18.18,84.62,96.15,46.15,-64.84,-61.91,-69.84,23285,06017,El Dorado,CA,May,28,54,3571,1 in 3571
6,19,19,2020,5,308,91.15,96.07,48.2,90.73,96.59,39.51,87.41,93.01,57.34,-70.38,-67.91,-70.74,197624,06019,Fresno,CA,May,203.98,2038,490,1 in 490
6,21,21,2020,5,21,76.19,100,28.57,100,100,44.44,75,100,18.75,-66.78,-73.07,-65.9,6092,06021,Glenn,CA,May,45.79,13,2184,1 in 2184
6,23,23,2020,5,71,77.46,90.14,43.66,73.68,92.11,42.11,75,87.5,45.83,-66.99,-64.3,-66.15,14176,06023,Humboldt,CA,May,38.36,52,2607,1 in 2607
6,25,25,2020,5,62,87.93,96.55,58.62,80,94.29,42.86,91.43,97.14,68.57,-72.69,-64.93,-76.5,36594,06025,Imperial,CA,May,1787.38,3239,56,1 in 56
6,27,27,2020,5,23,80,95,15,100,100,12.5,77.78,94.44,16.67,-56.7,-66.92,-56.29,3484,06027,Inyo,CA,May,,,,
6,29,29,2020,5,246,91.46,97.97,49.59,89.03,97.42,39.35,95.54,97.32,61.61,-71.56,-68.42,-75.29,174368,06029,Kern,CA,May,183.4,1651,545,1 in 545
6,31,31,2020,5,61,90.16,98.36,55.74,88.89,100,52.78,92.11,97.37,60.53,-73.37,-73.21,-74.65,27874,06031,Kings,CA,May,647.31,990,154,1 in 154
6,33,33,2020,5,28,78.57,92.86,39.29,87.5,100,43.75,77.27,90.91,31.82,-62.66,-70.28,-59.35,7623,06033,Lake,CA,May,23.3,15,4292,1 in 4292
6,35,35,2020,5,21,66.67,80.95,14.29,77.78,100,22.22,62.5,75,12.5,-44.6,-61.14,-40.98,3796,06035,Lassen,CA,May,,,,
6,37,37,2020,5,1834,92.71,98.25,52.8,91.59,98.67,40.72,95.08,97.87,71.41,-73.76,-70.44,-79.14,1323791,06037,Los Angeles,CA,May,317.37,31861,315,1 in 315
6,39,39,2020,5,73,82.19,93.15,43.84,80.49,92.68,26.83,79.17,91.67,50,-65.5,-62.55,-65.81,32924,06039,Madera,CA,May,108.06,170,925,1 in 925
6,41,41,2020,5,71,75,94.12,41.18,69.23,92.31,23.08,84.38,93.75,59.38,-63.22,-58.48,-69,34038,06041,Marin,CA,May,104.7,271,955,1 in 955
6,43,43,2020,5,13,69.23,76.92,53.85,60,70,50,66.67,75,50,-59.52,-53.47,-56.98,2281,06043,Mariposa,CA,May,,,,
6,45,45,2020,5,47,91.3,95.65,47.83,100,100,47.62,90.91,96.97,51.52,-70.06,-74.37,-74.09,14122,06045,Mendocino,CA,May,23.06,20,4337,1 in 4337
6,47,47,2020,5,101,91.92,96.97,54.55,92.86,98.21,44.64,90.91,96.36,65.45,-74.18,-72.89,-76.52,59014,06047,Merced,CA,May,66.62,185,1501,1 in 1501
6,49,49,2020,5,10,90,100,40,100,100,25,87.5,100,37.5,-69.07,-68.56,-68,1404,06049,Modoc,CA,May,,,,
6,51,51,2020,5,13,84.62,84.62,46.15,100,100,60,81.82,81.82,36.36,-65.69,-79.66,-61.5,1590,06051,Mono,CA,May,,,,
6,53,53,2020,5,137,87.31,95.52,51.49,85.19,93.83,45.68,85.94,95.31,56.25,-71.72,-68.44,-72.96,79944,06053,Monterey,CA,May,103.44,449,967,1 in 967
6,55,55,2020,5,42,90.48,97.62,54.76,92,100,48,86.36,95.45,68.18,-71.7,-73.27,-72.28,22483,06055,Napa,CA,May,46.46,64,2152,1 in 2152
6,57,57,2020,5,40,85,95,47.5,81.82,95.45,45.45,79.31,93.1,48.28,-67.32,-62.77,-65.52,11350,06057,Nevada,CA,May,,,,
6,59,59,2020,5,573,90.67,98.06,50.18,88.21,97.69,36.92,96.35,99.48,78.65,-71.76,-67.29,-81.63,480050,06059,Orange,CA,May,166.55,5289,600,1 in 600
6,61,61,2020,5,101,85.86,92.93,52.53,82.35,91.18,44.12,81.13,88.68,60.38,-67.79,-63.74,-66.09,56978,06061,Placer,CA,May,23.35,93,4283,1 in 4283
6,63,63,2020,5,11,72.73,81.82,45.45,50,66.67,16.67,85.71,100,71.43,-62.89,-47.42,-76.01,1962,06063,Plumas,CA,May,,,,
6,65,65,2020,5,455,96.92,99.56,72.47,96.01,99.28,65.58,94.63,99.02,79.02,-80.32,-77.4,-82.36,413387,06065,Riverside,CA,May,198.22,4897,505,1 in 505
6,67,67,2020,5,329,90.49,97.85,46.93,89.09,98.64,37.73,90.34,95.86,60,-70.81,-68.45,-73.82,221232,06067,Sacramento,CA,May,24.81,385,4031,1 in 4031
6,69,69,2020,5,18,72.22,77.78,33.33,76.92,84.62,23.08,61.54,69.23,46.15,-56.38,-58.88,-52.26,6828,06069,San Benito,CA,May,62.09,39,1610,1 in 1610
6,71,71,2020,5,498,93.95,98.79,51.61,94.64,99.68,45.11,92.46,97.99,60.8,-73.34,-72.24,-75.04,386069,06071,San Bernardino,CA,May,173.25,3777,577,1 in 577
6,73,73,2020,5,676,92.54,98.21,60.6,93.33,98.57,52.14,93.17,98.92,78.78,-74.97,-72.73,-81.44,472065,06073,San Diego,CA,May,120.39,4019,831,1 in 831
6,75,75,2020,5,102,93,99,54,91.43,98.57,45.71,97.22,100,72.22,-73.88,-71,-79.78,45672,06075,San Francisco,CA,May,98.46,868,1016,1 in 1016
6,77,77,2020,5,204,94.61,99.02,51.47,96.55,100,47.59,94.81,98.7,56.49,-73.33,-72.58,-74.63,138396,06077,San Joaquin,CA,May,77.28,589,1294,1 in 1294
6,79,79,2020,5,79,89.87,96.2,50.63,93.33,100,44.44,86.05,93.02,53.49,-72.4,-73.33,-71.76,38425,06079,San Luis Obispo,CA,May,32.5,92,3077,1 in 3077
6,81,81,2020,5,161,88.13,98.75,41.25,86.67,98.1,31.43,91.14,100,54.43,-70.38,-67.21,-75.44,87005,06081,San Mateo,CA,May,124.84,957,801,1 in 801
6,83,83,2020,5,116,86.84,94.74,53.51,85.07,95.52,40.3,94.12,96.08,68.63,-71.48,-68.79,-77.12,74379,06083,Santa Barbara,CA,May,312.21,1394,320,1 in 320
6,85,85,2020,5,375,95.71,99.46,56.84,94.87,99.57,42.31,96.03,99.34,77.48,-76.06,-72.16,-81.26,263220,06085,Santa Clara,CA,May,38.64,745,2588,1 in 2588
6,87,87,2020,5,68,91.18,98.53,60.29,85,97.5,47.5,100,100,72.73,-75.18,-69.75,-81.53,35757,06087,Santa Cruz,CA,May,32.58,89,3070,1 in 3070
6,89,89,2020,5,90,82.76,91.95,43.68,82.61,91.3,36.96,83.93,92.86,50,-66.21,-64.91,-70.33,27007,06089,Shasta,CA,May,11.11,20,9004,1 in 9004
6,91,91,2020,5,7,57.14,71.43,28.57,100,100,0,40,60,40,-49.78,-59.01,-46.1,397,06091,Sierra,CA,May,,,,
6,93,93,2020,5,43,75.61,87.8,39.02,70.83,87.5,41.67,76.47,88.24,41.18,-57.11,-57.97,-59.1,5955,06093,Siskiyou,CA,May,,,,
6,95,95,2020,5,97,91.75,97.94,50.52,91.53,96.61,44.07,88.24,96.08,52.94,-73.21,-70.76,-73.65,57413,06095,Solano,CA,May,66.57,298,1502,1 in 1502
6,97,97,2020,5,151,94.04,98.01,49.01,93,98,42,94.12,98.53,63.24,-73.28,-71.8,-76.21,68385,06097,Sonoma,CA,May,71.21,352,1404,1 in 1404
6,99,99,2020,5,176,95.43,99.43,56,95.58,100,55.75,97.67,100,59.3,-73.9,-74.17,-76.73,107571,06099,Stanislaus,CA,May,80.09,441,1249,1 in 1249
6,101,101,2020,5,33,78.79,93.94,45.45,75,91.67,41.67,76.92,92.31,42.31,-68.04,-66.4,-67.48,19332,06101,Sutter,CA,May,17.53,17,5704,1 in 5704
6,103,103,2020,5,43,69.05,83.33,40.48,64.29,75,39.29,62.07,82.76,31.03,-59.53,-57.05,-55.24,10615,06103,Tehama,CA,May,,,,
6,105,105,2020,5,9,33.33,77.78,11.11,20,60,20,33.33,77.78,11.11,-35.24,-17.33,-35.24,1195,06105,Trinity,CA,May,,,,
6,107,107,2020,5,172,88.3,96.49,39.77,88.39,97.32,31.25,85.19,95.37,43.52,-67.98,-67.73,-67.12,99278,06107,Tulare,CA,May,308.67,1439,324,1 in 324
6,109,109,2020,5,23,73.91,86.96,47.83,90.91,100,63.64,73.91,86.96,47.83,-63.72,-77.73,-63.72,5542,06109,Tuolumne,CA,May,,,,
6,111,111,2020,5,207,87.32,95.12,48.29,82.17,93.02,28.68,89.66,96.55,72.41,-70.32,-62.65,-78.89,141733,06111,Ventura,CA,May,96.93,820,1032,1 in 1032
6,113,113,2020,5,57,89.47,94.74,61.4,94.29,97.14,62.86,87.88,93.94,69.7,-72.45,-73.56,-74.9,30239,06113,Yolo,CA,May,24.04,53,4160,1 in 4160
6,115,115,2020,5,35,80,94.29,34.29,78.26,95.65,30.43,86.67,93.33,46.67,-63.3,-60.29,-63.31,13902,06115,Yuba,CA,May,13.98,11,7152,1 in 7152
41,1,1,2020,5,13,84.62,100,38.46,75,100,37.5,90,100,40,-68.65,-66.94,-70.45,3567,41001,Baker,OR,May,,,,
41,3,3,2020,5,26,84.62,96.15,46.15,77.78,94.44,27.78,100,100,69.23,-69.5,-64.43,-77.23,10019,41003,Benton,OR,May,19.34,18,5170,1 in 5170
41,5,5,2020,5,112,89.19,98.2,43.24,87.32,100,35.21,94.12,96.08,58.82,-71.47,-70.23,-75.1,61265,41005,Clackamas,OR,May,26.78,112,3734,1 in 3734
41,7,7,2020,5,14,92.86,100,50,100,100,28.57,90,100,50,-73.6,-73.69,-72.45,5143,41007,Clatsop,OR,May,,,,
41,9,9,2020,5,20,94.44,100,77.78,100,100,66.67,90,100,90,-77.21,-76.96,-78.46,7374,41009,Columbia,OR,May,,,,
41,11,11,2020,5,24,62.5,95.83,33.33,43.75,93.75,31.25,73.33,93.33,33.33,-63.43,-57.23,-66.31,9653,41011,Coos,OR,May,,,,
41,13,13,2020,5,8,57.14,85.71,28.57,100,100,50,50,83.33,33.33,-54.17,-72.96,-53.79,3413,41013,Crook,OR,May,,,,
41,15,15,2020,5,7,71.43,85.71,71.43,66.67,100,66.67,66.67,83.33,66.67,-62.74,-64.49,-60.52,2220,41015,Curry,OR,May,,,,
41,17,17,2020,5,43,90.7,100,51.16,87.5,100,29.17,92,100,64,-75.19,-68.66,-79.05,24215,41017,Deschutes,OR,May,22.76,45,4393,1 in 4393
41,19,19,2020,5,48,77.08,93.75,22.92,60.71,89.29,17.86,83.33,93.33,23.33,-60.14,-52.74,-59.98,14446,41019,Douglas,OR,May,,,,
41,21,21,2020,5,3,33.33,100,0,50,100,0,33.33,100,0,-53.06,-54.6,-53.06,293,41021,Gilliam,OR,May,,,,
41,23,23,2020,5,7,14.29,85.71,0,16.67,83.33,0,20,100,0,-37.01,-36.03,-41.06,933,41023,Grant,OR,May,,,,
41,25,25,2020,5,10,60,80,30,40,80,20,66.67,77.78,33.33,-47.43,-39.05,-48.76,1045,41025,Harney,OR,May,,,,
41,27,27,2020,5,8,100,100,62.5,100,100,60,100,100,66.67,-74.31,-71.03,-79.78,4140,41027,Hood River,OR,May,89.81,21,1113,1 in 1113
41,29,29,2020,5,59,79.66,96.61,37.29,76.92,94.87,17.95,78.12,93.75,56.25,-66.01,-60.38,-69.25,29026,41029,Jackson,OR,May,7.24,16,13809,1 in 13809
41,31,31,2020,5,10,70,100,20,66.67,100,16.67,71.43,100,28.57,-57.98,-53.58,-60.42,3595,41031,Jefferson,OR,May,133.83,33,747,1 in 747
41,33,33,2020,5,24,75,87.5,50,64.29,85.71,35.71,91.67,91.67,66.67,-65.07,-58.28,-73.37,10732,41033,Josephine,OR,May,,,,
41,35,35,2020,5,26,84.62,100,46.15,76.47,100,29.41,100,100,81.82,-68.85,-63.45,-79.9,9080,41035,Klamath,OR,May,,,,
41,37,37,2020,5,6,50,83.33,16.67,25,75,25,50,75,0,-46.69,-42.86,-39.44,1188,41037,Lake,OR,May,,,,
41,39,39,2020,5,100,83,96,43,79.66,94.92,32.2,82.69,98.08,51.92,-66.98,-64.87,-68.44,42231,41039,Lane,OR,May,3.66,14,27291,1 in 27291
41,41,41,2020,5,18,83.33,94.44,61.11,88.89,100,66.67,75,91.67,50,-71.35,-76.98,-66.37,7333,41041,Lincoln,OR,May,78.06,39,1281,1 in 1281
41,43,43,2020,5,46,89.13,100,32.61,86.67,100,23.33,95.65,100,47.83,-69.51,-67.7,-72.87,18147,41043,Linn,OR,May,17.73,23,5641,1 in 5641
41,45,45,2020,5,21,57.14,85.71,14.29,38.46,76.92,0,69.23,92.31,23.08,-48.44,-37.13,-58.7,5079,41045,Malheur,OR,May,65.42,20,1529,1 in 1529
41,47,47,2020,5,108,83.02,98.11,36.79,79.1,97.01,14.93,86.54,98.08,61.54,-67.25,-60.74,-73.45,54497,41047,Marion,OR,May,125.93,438,794,1 in 794
41,49,49,2020,5,8,87.5,100,0,83.33,100,0,100,100,0,-60.58,-57.44,-67.03,2030,41049,Morrow,OR,May,,,,
41,51,51,2020,5,153,79.08,97.39,29.41,72.97,97.3,19.82,91.43,97.14,41.43,-64.01,-60.21,-70.08,87102,41051,Multnomah,OR,May,56.1,456,1783,1 in 1783
41,53,53,2020,5,24,79.17,100,41.67,75,100,18.75,75,100,66.67,-67.39,-60.74,-71.77,13092,41053,Polk,OR,May,33.69,29,2968,1 in 2968
41,55,55,2020,5,2,50,100,50,0,100,0,50,100,50,-68.49,-46.67,-68.49,262,41055,Sherman,OR,May,,,,
41,57,57,2020,5,11,63.64,81.82,18.18,40,80,0,83.33,83.33,33.33,-55.77,-43.49,-66,3060,41057,Tillamook,OR,May,,,,
41,59,59,2020,5,34,79.41,91.18,47.06,70,90,35,85.71,90.48,47.62,-63.68,-57.64,-64.92,13311,41059,Umatilla,OR,May,73.12,57,1368,1 in 1368
41,61,61,2020,5,14,71.43,92.86,7.14,66.67,100,11.11,75,87.5,12.5,-53.72,-56.43,-52.23,4038,41061,Union,OR,May,,,,
41,63,63,2020,5,5,40,60,20,66.67,100,33.33,33.33,33.33,33.33,-30.09,-56.97,-19.34,898,41063,Wallowa,OR,May,,,,
41,65,65,2020,5,11,81.82,90.91,36.36,71.43,85.71,14.29,85.71,100,42.86,-59.87,-51.25,-63.29,3532,41065,Wasco,OR,May,59.97,16,1668,1 in 1668
41,67,67,2020,5,125,91.06,98.37,44.72,89.53,98.84,30.23,95.83,97.92,70.83,-70.98,-67.26,-77.74,84553,41067,Washington,OR,May,36.07,217,2772,1 in 2772
41,69,69,2020,5,3,66.67,66.67,33.33,66.67,66.67,33.33,66.67,66.67,33.33,-42.78,-42.78,-42.78,532,41069,Wheeler,OR,May,,,,
41,71,71,2020,5,35,91.43,100,48.57,84.21,100,31.58,88.89,100,55.56,-71.13,-65.3,-72.76,16834,41071,Yamhill,OR,May,35.48,38,2818,1 in 2818
53,1,1,2020,5,14,64.29,85.71,21.43,75,87.5,12.5,42.86,71.43,28.57,-57.1,-55.61,-54.22,5046,53001,Adams,WA,May,,,,
53,3,3,2020,5,11,72.73,100,18.18,83.33,100,0,71.43,100,28.57,-61.09,-56.98,-64.61,3487,53003,Asotin,WA,May,,,,
53,5,5,2020,5,54,75.47,94.34,37.74,73.33,93.33,20,83.33,95.83,58.33,-64.99,-59.76,-72.12,34726,53005,Benton,WA,May,183.47,375,545,1 in 545
53,7,7,2020,5,33,69.7,90.91,39.39,56.25,87.5,18.75,83.33,94.44,55.56,-57.15,-44.38,-68.87,13895,53007,Chelan,WA,May,164.51,127,608,1 in 608
53,9,9,2020,5,25,64,88,44,52.94,88.24,29.41,68.75,87.5,43.75,-55.19,-47.01,-60.36,10065,53009,Clallam,WA,May,,,,
